user_id,tx_count_30d,tx_count_trend,days_since_last_tx,voucher_redemption_count_30d,days_since_last_redemption,avg_tx_amount_30d,notification_read_rate,wallet_balance_trend,login_frequency_30d,session_count_30d,unique_merchants_30d,has_savings_goal,has_active_autopay,account_age_days,region_encoded,is_churned
USR_05892,19,0.7037,8,2,18,494.14,0.2963,-0.1103,16,19,6,0,0,176,0,0
USR_05893,7,0.875,10,1,28,595.54,0.6788,0.2366,6,6,2,0,0,409,11,0
USR_05894,18,0.5625,16,2,27,571.96,0.7916,-0.2152,15,17,6,0,0,660,4,0
USR_05895,14,0.7,3,1,26,400.76,0.5631,-0.2848,11,15,4,1,0,964,10,0
USR_05896,7,0.7,21,0,199,824.1,0.5573,-0.0643,6,7,2,1,0,54,6,0
USR_05897,7,0.4667,20,0,111,324.87,0.3751,0.047,5,8,2,1,0,1150,9,0
USR_05898,9,0.75,13,1,6,483.22,0.3553,0.3146,8,8,3,1,0,790,7,0
USR_05899,6,0.375,10,0,91,3093.95,0.5583,0.389,5,9,2,0,0,1054,12,0
USR_05900,12,0.7059,8,1,1,606.25,0.8034,-0.0131,10,10,4,1,0,1118,1,0
USR_05901,3,0.375,19,0,117,1351.95,0.3587,-0.3846,2,4,1,0,0,209,1,0
USR_05902,9,0.45,29,1,17,625.82,0.8898,-0.1637,7,7,3,0,0,139,7,0
USR_05903,2,0.1333,14,0,96,1229.91,0.7371,0.3092,2,5,0,1,0,938,4,0
USR_05904,1,0.25,29,0,102,578.35,0.2944,-0.3312,1,3,0,0,1,249,5,0
USR_05905,13,0.619,13,1,28,84.06,0.494,0.2009,11,12,4,1,0,203,7,0
USR_05906,2,0.3333,0,0,72,648.89,0.9271,0.7081,1,2,0,0,0,578,4,0
USR_05907,25,1.0,26,3,35,298.5,0.5883,0.2894,21,22,8,1,1,1098,9,0
USR_05908,13,0.8125,10,1,13,523.17,0.4286,0.1131,10,10,4,1,0,960,2,0
USR_05909,16,1.0,19,2,14,1153.59,0.7503,0.4091,13,16,5,1,1,635,10,0
USR_05910,15,0.5769,14,2,9,2844.43,0.5549,0.1316,13,14,5,0,0,259,0,0
USR_05911,12,0.6316,18,1,14,215.57,0.5149,-0.1104,10,12,4,0,1,423,6,0
USR_05912,3,0.2727,22,0,168,549.41,0.4354,0.0663,2,2,1,0,0,835,11,0
USR_05913,8,0.5714,29,1,42,674.26,0.5447,-0.3185,7,10,2,0,0,213,1,0
USR_05914,15,0.7895,28,2,40,691.67,0.7305,-0.3836,12,14,5,1,0,643,2,0
USR_05915,13,0.6842,8,1,37,695.34,0.3891,-0.0379,11,13,4,0,0,43,2,0
USR_05916,20,0.9091,0,2,18,1043.82,0.3773,-0.2094,17,19,6,1,0,410,5,0
USR_05917,11,1.0,20,1,22,468.63,0.1745,-0.2135,9,13,3,0,0,320,3,0
USR_05918,16,0.8889,6,2,22,567.47,0.2429,-0.3156,14,16,5,0,1,826,0,0
USR_05919,8,1.0,10,1,20,911.77,0.3898,-0.0813,7,9,2,0,1,1099,11,0
USR_05920,10,0.5556,22,1,8,380.3,0.9484,-0.2138,8,9,3,1,1,201,1,0
USR_05921,12,1.0,17,1,11,414.52,0.7747,0.0095,10,14,4,0,0,962,4,0
USR_05922,15,0.75,17,2,26,630.74,0.8078,-0.1996,12,15,5,0,1,797,5,0
USR_05923,13,0.5417,24,1,9,414.53,0.5799,-0.2098,10,10,4,1,0,1164,0,0
USR_05924,14,0.6364,18,1,3,304.22,0.6889,-0.0609,12,13,4,0,0,1096,0,0
USR_05925,12,0.5714,27,1,10,277.03,0.2282,-0.4944,10,10,4,0,1,147,13,0
USR_05926,6,0.6,5,0,99,642.34,0.7407,-0.2646,5,5,2,0,0,899,6,0
USR_05927,5,0.7143,12,0,183,1990.68,0.745,0.3709,4,7,1,1,0,722,0,0
USR_05928,3,0.6,13,0,125,910.46,0.6923,0.2044,3,7,1,0,1,162,9,0
USR_05929,14,0.7,24,1,11,310.51,0.6529,0.0039,12,14,4,0,0,330,4,0
USR_05930,14,0.5185,25,1,36,2295.41,0.7904,-0.4531,12,14,4,1,0,1114,0,0
USR_05931,2,0.125,10,0,135,445.38,0.9155,-0.3135,1,1,0,1,0,665,6,0
USR_05932,18,0.9,27,2,9,2367.72,0.5448,-0.0761,15,16,6,0,1,426,4,0
USR_05933,17,0.9444,19,2,30,626.83,0.9097,0.1168,14,14,5,0,1,404,1,0
USR_05934,13,0.6842,7,1,29,822.95,0.7687,-0.1874,10,14,4,1,0,1010,11,0
USR_05935,12,0.8571,26,1,29,496.45,0.8869,0.1685,10,12,4,0,1,361,2,0
USR_05936,15,0.8824,5,2,17,523.78,0.5187,-0.0483,13,13,5,0,0,215,2,0
USR_05937,4,0.4444,20,0,156,2009.83,0.5338,0.2606,4,7,1,0,1,701,2,0
USR_05938,19,0.5758,27,2,10,576.15,0.1982,0.1269,15,18,6,0,0,1191,8,0
USR_05939,3,0.5,21,0,46,1414.18,0.5239,0.2651,3,3,1,1,1,244,7,0
USR_05940,4,0.8,15,0,89,690.77,0.5006,0.0034,4,4,1,1,0,328,12,0
USR_05941,9,0.8182,25,1,14,606.31,0.471,-0.1572,8,9,3,0,1,578,1,0
USR_05942,2,0.1818,5,0,40,1095.71,0.4486,0.2553,1,5,0,0,0,263,9,0
USR_05943,4,0.2222,7,0,113,605.14,0.5951,0.0476,3,4,1,1,0,791,5,0
USR_05944,12,0.4615,19,1,30,354.16,0.3539,0.057,10,10,4,0,1,326,2,0
USR_05945,4,0.2667,22,0,79,362.56,0.6954,0.1423,4,6,1,1,1,179,0,0
USR_05946,18,0.72,8,2,11,1057.04,0.6366,0.3487,15,15,6,0,1,335,10,0
USR_05947,1,0.0909,19,0,181,113.58,0.4559,0.127,1,5,0,0,1,1118,1,0
USR_05948,11,1.0,23,1,33,898.69,0.9702,0.3171,9,10,3,0,1,1123,6,0
USR_05949,12,0.48,16,1,26,210.57,0.2388,-0.6929,10,11,4,1,0,621,4,0
USR_05950,15,0.5769,4,2,33,765.05,0.4298,0.154,12,14,5,1,0,498,0,0
USR_05951,16,0.8889,29,2,34,1940.83,0.5764,0.4266,13,15,5,1,0,988,13,0
USR_05952,12,0.75,10,1,25,327.91,0.7187,0.3182,10,11,4,0,1,257,10,0
USR_05953,17,0.5667,12,2,41,1011.52,0.8407,-0.2962,14,18,5,1,1,795,4,0
USR_05954,13,0.619,17,1,12,1634.93,0.5792,-0.1969,11,15,4,0,0,825,6,0
USR_05955,19,0.5758,7,2,0,419.62,0.2675,0.5217,16,19,6,0,0,860,4,0
USR_05956,15,0.75,2,2,26,396.37,0.828,0.7234,12,15,5,0,0,284,8,0
USR_05957,17,0.68,25,2,11,897.88,0.1712,0.1476,14,17,5,0,1,867,0,0
USR_05958,11,1.0,22,1,37,1808.01,0.772,1.0,9,10,3,1,0,746,3,0
USR_05959,12,0.48,5,1,0,4129.56,0.3081,-0.0603,10,10,4,1,0,1053,2,0
USR_05960,8,0.4,15,1,35,367.84,0.7128,0.3773,7,10,2,0,0,234,3,0
USR_05961,1,0.0769,22,0,179,1116.66,0.8199,-0.2659,1,3,0,0,0,747,3,0
USR_05962,20,0.6452,29,2,41,452.94,0.2882,0.1479,16,16,6,0,1,1000,0,0
USR_05963,9,0.6923,27,1,17,269.56,0.4268,-0.3656,8,12,3,0,0,355,13,0
USR_05964,12,1.0,1,1,36,551.65,0.5596,0.1932,10,10,4,1,0,900,0,0
USR_05965,18,0.8182,24,2,26,553.03,0.4932,-0.1805,15,16,6,0,1,146,0,0
USR_05966,11,0.5238,4,1,1,712.76,0.8946,-0.2815,9,12,3,0,1,870,3,0
USR_05967,5,0.3333,18,0,195,929.8,0.7951,0.4511,4,5,1,0,0,739,5,0
USR_05968,8,0.4,17,1,32,801.16,0.7428,0.1751,7,9,2,1,0,255,0,0
USR_05969,6,0.4286,27,0,165,1758.2,0.6035,-0.2342,5,5,2,0,0,107,4,0
USR_05970,4,0.4444,17,0,68,2988.68,0.6286,-0.1963,3,5,1,0,1,902,7,0
USR_05971,19,0.7917,14,2,16,673.42,0.3666,-0.4546,16,18,6,1,0,312,0,0
USR_05972,15,0.5172,18,2,29,448.64,0.5201,-0.189,12,15,5,0,0,612,13,0
USR_05973,21,1.0,2,2,0,567.06,0.611,-0.2029,17,19,7,0,0,101,2,0
USR_05974,17,0.6538,0,2,38,553.16,0.6365,0.1199,14,15,5,1,0,1157,6,0
USR_05975,14,1.0,22,1,16,414.41,0.2257,0.0612,12,16,4,0,0,672,0,0
USR_05976,9,0.6,14,1,26,200.54,0.6173,-0.2849,7,11,3,1,0,1119,7,0
USR_05977,20,0.9524,21,2,21,226.3,0.7631,-0.2981,17,19,6,0,0,217,10,0
USR_05978,15,0.8333,14,2,17,1149.41,0.4409,0.5421,12,15,5,1,0,270,0,0
USR_05979,4,0.4,25,0,128,1211.83,0.1723,0.2632,4,6,1,1,0,744,0,0
USR_05980,6,0.6,9,0,67,862.89,0.3405,0.2792,5,9,2,0,0,737,2,0
USR_05981,6,1.0,12,0,38,548.05,0.9465,-0.01,5,8,2,0,1,955,0,0
USR_05982,10,0.4762,7,1,42,444.04,0.4499,-0.3521,9,13,3,1,0,1115,13,0
USR_05983,23,0.92,4,3,4,221.87,0.9392,0.1153,19,22,7,1,0,991,5,0
USR_05984,14,0.5833,3,1,18,394.98,0.5472,-0.1836,12,12,4,0,0,194,5,0
USR_05985,10,0.4167,3,1,1,370.33,0.8616,0.8169,8,12,3,0,0,392,13,0
USR_05986,6,0.6667,2,0,124,214.55,0.6447,-0.2285,5,5,2,0,0,1099,10,0
USR_05987,6,0.5,10,0,158,791.68,0.825,0.424,5,5,2,0,0,672,10,0
USR_05988,11,0.55,13,1,25,368.3,0.5825,-0.0814,9,13,3,0,1,1044,2,0
USR_05989,18,0.5806,23,2,2,687.04,0.221,-0.001,15,16,6,0,0,688,2,0
USR_05990,22,0.8148,24,2,30,203.69,0.3853,0.4325,18,19,7,0,1,88,2,0
USR_05991,14,0.875,15,1,17,1064.29,0.3976,-0.3298,12,15,4,1,0,583,2,0
USR_05992,14,0.9333,17,1,5,937.69,0.3452,0.3762,12,16,4,0,1,994,2,0
USR_05993,2,0.2857,5,0,117,441.11,0.7716,-0.1376,2,4,0,0,0,796,0,0
USR_05994,5,0.2941,7,0,65,1995.63,0.7024,0.2029,4,6,1,1,0,185,2,0
USR_05995,14,0.5833,7,1,5,623.45,0.641,0.2902,11,12,4,1,1,275,3,0
USR_05996,21,0.875,14,2,29,741.44,0.5838,0.2396,17,19,7,1,0,1029,2,0
USR_05997,26,0.65,10,3,29,190.65,0.839,-0.37,22,22,8,0,1,1175,0,0
USR_05998,18,0.6667,6,2,39,355.61,0.8068,-0.1412,15,15,6,1,0,910,3,0
USR_05999,2,0.1667,14,0,117,395.16,0.5521,0.0503,2,3,0,0,0,144,4,0
USR_06000,3,1.0,3,0,181,1243.41,0.3875,-0.2971,3,7,1,0,0,754,7,0
USR_06001,9,0.4091,25,1,15,1437.9,0.7061,0.1177,7,11,3,0,0,1000,7,0
USR_06002,21,0.9545,22,2,11,421.51,0.5179,0.316,18,18,7,0,0,779,1,0
USR_06003,9,1.0,29,1,33,762.24,0.9644,-0.1488,7,9,3,0,1,725,0,0
USR_06004,14,0.5833,8,1,19,1320.03,0.5855,0.2758,12,16,4,1,1,576,2,0
USR_06005,24,0.8571,17,3,35,506.75,0.6869,0.002,20,23,8,0,1,316,0,0
USR_06006,20,0.5882,24,2,37,206.49,0.7547,0.0807,17,17,6,0,0,358,3,0
USR_06007,16,0.5517,11,2,28,1174.63,0.5363,0.2047,13,14,5,0,1,902,13,0
USR_06008,12,0.6,28,1,21,934.39,0.4613,0.3574,10,13,4,0,0,111,1,0
USR_06009,9,0.5625,5,1,39,839.54,0.9445,-0.2951,7,9,3,1,0,128,2,0
USR_06010,13,0.8667,5,1,22,1433.24,0.6404,0.2799,11,14,4,1,0,494,7,0
USR_06011,7,0.7778,15,0,123,1530.73,0.2737,0.269,5,5,2,0,0,936,4,0
USR_06012,14,1.0,10,1,4,1093.26,0.9046,0.0497,11,14,4,1,0,798,0,0
USR_06013,22,0.9167,18,3,3,260.66,0.9154,-0.3109,18,20,7,0,0,720,0,0
USR_06014,2,0.25,25,0,43,198.3,0.5604,0.1586,1,5,0,0,0,654,12,0
USR_06015,2,0.1538,9,0,145,880.43,0.2999,0.1321,1,1,0,1,0,159,0,0
USR_06016,14,0.9333,22,1,26,700.82,0.9544,-0.0573,11,13,4,0,1,418,6,0
USR_06017,5,0.7143,9,0,187,744.17,0.8164,0.2327,4,8,1,0,0,123,9,0
USR_06018,9,0.6429,1,1,16,2572.74,0.5295,-0.1993,7,10,3,1,1,917,1,0
USR_06019,23,0.7667,24,3,16,1385.85,0.5174,0.1934,19,19,7,1,0,908,7,0
USR_06020,10,0.625,15,1,23,573.99,0.746,0.0188,8,10,3,1,0,331,0,0
USR_06021,18,0.9,19,2,41,369.1,0.477,0.2398,15,19,6,0,1,372,2,0
USR_06022,9,0.45,11,1,32,1114.25,0.5184,-0.3929,7,11,3,0,0,401,2,0
USR_06023,14,0.8235,13,1,5,962.9,0.3014,-0.828,12,12,4,1,0,1070,13,0
USR_06024,11,0.9167,24,1,12,559.95,0.9161,-0.3874,9,12,3,1,0,601,1,0
USR_06025,17,0.7727,16,2,41,74.54,0.4666,0.022,14,18,5,1,0,921,0,0
USR_06026,4,0.2222,4,0,140,308.97,0.8821,0.6036,3,5,1,1,1,555,12,0
USR_06027,16,0.9412,15,2,19,1310.12,0.3829,0.1105,13,17,5,1,1,846,0,0
USR_06028,1,0.5,4,0,84,236.56,0.4037,0.4449,1,3,0,1,0,648,11,0
USR_06029,11,0.55,5,1,37,1057.09,0.4931,0.2377,9,12,3,0,0,355,6,0
USR_06030,8,0.4706,29,1,37,948.56,0.6098,-0.6094,6,9,2,1,0,1055,5,0
USR_06031,27,0.931,26,3,17,301.02,0.7342,0.0322,22,25,9,0,1,859,8,0
USR_06032,17,0.6538,26,2,4,1366.38,0.3658,-0.1891,14,18,5,0,1,930,7,0
USR_06033,4,0.2667,2,0,166,624.15,0.8721,-0.2693,3,4,1,1,0,1139,0,0
USR_06034,16,0.64,29,2,27,590.66,0.4673,0.016,13,16,5,0,1,321,13,0
USR_06035,16,0.6957,6,2,30,265.16,0.496,0.1155,14,18,5,0,0,137,12,0
USR_06036,9,0.6,5,1,40,1878.23,0.3727,-0.5222,8,12,3,1,1,711,11,0
USR_06037,17,0.7727,16,2,21,256.28,0.5114,-0.2542,14,14,5,0,0,411,5,0
USR_06038,7,0.875,11,1,40,253.96,0.8242,-0.1762,6,7,2,0,0,539,4,0
USR_06039,16,0.64,13,2,39,744.87,0.4854,-0.0412,13,13,5,0,0,304,4,0
USR_06040,10,0.4762,25,1,1,303.6,0.5611,0.2219,9,12,3,1,0,496,0,0
USR_06041,27,0.8182,17,3,24,3478.61,0.3282,-0.2135,22,25,9,0,0,490,4,0
USR_06042,10,0.4762,8,1,6,301.74,0.6632,0.1439,8,11,3,0,1,440,5,0
USR_06043,24,0.96,27,3,0,1254.56,0.3085,0.612,20,22,8,1,0,898,6,0
USR_06044,5,0.8333,21,0,199,2475.89,0.2577,0.0094,4,4,1,0,1,723,2,0
USR_06045,11,0.7333,8,1,35,1179.14,0.7549,0.1074,9,10,3,0,0,584,4,0
USR_06046,2,0.2857,1,0,182,363.51,0.8568,-0.0717,2,2,0,0,0,161,6,0
USR_06047,18,0.72,4,2,22,875.42,0.4413,-0.2231,15,16,6,0,0,697,3,0
USR_06048,19,1.0,6,2,44,1966.93,0.3259,-0.1591,16,19,6,0,1,234,13,0
USR_06049,15,0.9375,3,2,30,200.48,0.6231,0.2288,12,14,5,0,0,397,7,0
USR_06050,8,0.4444,27,1,2,1600.5,0.8632,-0.3306,7,10,2,1,0,515,0,0
USR_06051,3,0.2308,1,0,176,985.23,0.8197,-0.2013,3,5,1,0,0,195,0,0
USR_06052,24,0.6857,28,3,29,3016.96,0.7094,-0.1828,20,20,8,1,0,485,7,0
USR_06053,4,0.4444,23,0,180,937.01,0.8795,0.1406,3,3,1,0,1,342,3,0
USR_06054,10,0.5,2,1,32,751.26,0.6705,-0.0944,8,8,3,0,0,1024,10,0
USR_06055,19,0.8636,13,2,32,1149.44,0.8128,-0.1076,15,15,6,1,0,1035,0,0
USR_06056,9,0.4091,0,1,27,246.67,0.5249,-0.098,7,8,3,0,0,35,0,0
USR_06057,5,1.0,7,0,159,346.36,0.6349,0.063,4,6,1,0,1,734,3,0
USR_06058,12,0.5714,8,1,26,703.09,0.3869,0.3899,10,11,4,1,0,779,8,0
USR_06059,12,0.9231,20,1,16,437.49,0.414,0.4201,10,12,4,0,0,472,13,0
USR_06060,6,0.3333,5,0,149,407.8,0.5917,-0.3528,5,9,2,1,0,578,11,0
USR_06061,21,0.875,23,2,9,3395.91,0.6343,0.0336,17,20,7,1,1,954,4,0
USR_06062,11,1.0,21,1,19,2793.85,0.8286,0.2412,9,12,3,1,1,472,10,0
USR_06063,13,0.7222,28,1,21,87.08,0.6491,0.5583,11,15,4,0,0,105,0,0
USR_06064,7,0.35,16,0,105,686.82,0.7708,-0.3356,6,8,2,1,0,465,5,0
USR_06065,12,0.8571,11,1,31,256.36,0.4917,0.0565,10,10,4,0,0,327,12,0
USR_06066,9,0.6923,21,1,17,1669.86,0.7415,0.2874,8,12,3,1,0,477,3,0
USR_06067,9,0.5294,20,1,21,794.77,0.8463,-0.173,7,8,3,0,1,299,13,0
USR_06068,16,0.5517,6,2,30,2147.59,0.7565,-0.1561,13,16,5,1,0,205,1,0
USR_06069,21,0.913,8,2,38,333.92,0.2765,-0.135,18,20,7,1,0,1182,0,0
USR_06070,6,0.5455,19,0,82,311.05,0.4148,0.1106,5,8,2,1,0,180,4,0
USR_06071,14,0.5,25,1,43,558.25,0.5475,-0.0839,12,13,4,1,1,856,12,0
USR_06072,16,0.6154,15,2,31,412.5,0.5641,0.1413,13,13,5,0,0,869,2,0
USR_06073,16,0.6667,27,2,44,617.75,0.7258,-0.1808,13,14,5,0,0,752,9,0
USR_06074,5,0.5,16,0,110,1719.13,0.7828,0.3623,4,8,1,0,0,1096,0,0
USR_06075,3,0.2143,18,0,193,966.69,0.0951,0.1453,2,3,1,0,0,35,8,0
USR_06076,8,0.3636,10,1,10,524.69,0.2294,-0.534,7,7,2,0,1,382,4,0
USR_06077,16,0.7273,19,2,10,694.46,0.2511,0.187,13,14,5,0,1,245,0,0
USR_06078,21,0.6,2,2,15,187.54,0.4778,-0.4525,17,21,7,0,0,705,7,0
USR_06079,3,0.5,19,0,180,139.44,0.2141,-0.1701,3,6,1,0,0,773,7,0
USR_06080,17,0.5862,12,2,22,1752.63,0.8548,-0.0232,14,18,5,0,1,1080,4,0
USR_06081,4,0.4,17,0,167,361.74,0.5307,-0.151,3,6,1,1,1,474,1,0
USR_06082,24,0.8889,29,3,5,2094.56,0.6307,0.21,20,21,8,1,0,306,0,0
USR_06083,9,0.6,13,1,35,520.51,0.9786,0.6055,7,10,3,1,1,1111,13,0
USR_06084,18,0.75,20,2,25,740.58,0.2465,-0.6183,15,15,6,0,1,817,6,0
USR_06085,8,0.4706,22,1,5,1292.67,0.792,-0.1735,7,7,2,0,0,924,9,0
USR_06086,25,0.6944,5,3,35,1419.51,0.1604,0.0554,20,23,8,0,1,550,7,0
USR_06087,14,0.5185,29,1,19,440.8,0.3972,-0.046,11,11,4,0,0,553,10,0
USR_06088,10,0.8333,16,1,29,704.07,0.5524,-0.5738,8,10,3,1,0,485,0,0
USR_06089,0,0.0,101,0,184,655.53,0.5864,0.3718,0,4,0,1,0,906,4,0
USR_06090,10,0.4545,3,1,6,900.27,0.4676,0.0436,8,12,3,1,0,276,6,0
USR_06091,20,0.9524,9,2,9,776.3,0.6246,0.2286,17,18,6,0,0,1171,0,0
USR_06092,7,0.6364,28,0,62,370.89,0.9723,0.169,5,7,2,0,0,235,0,0
USR_06093,16,0.6154,15,2,24,749.63,0.8446,-0.0867,14,17,5,1,0,569,6,0
USR_06094,8,0.5,0,1,44,206.3,0.7884,-0.3852,7,10,2,1,0,398,10,0
USR_06095,6,1.0,17,0,30,666.77,0.5153,0.0267,5,5,2,0,0,781,6,0
USR_06096,3,0.6,25,0,172,731.23,0.5838,-0.404,2,3,1,1,0,826,0,0
USR_06097,9,0.45,2,1,2,303.56,0.6472,0.3207,7,10,3,0,0,1104,13,0
USR_06098,10,0.6667,5,1,15,530.83,0.5825,0.3542,8,8,3,1,0,953,0,0
USR_06099,21,0.6774,14,2,19,441.09,0.0792,0.124,17,17,7,0,1,320,1,0
USR_06100,5,0.3333,12,0,170,447.82,0.3701,-0.0531,4,8,1,0,1,271,13,0
USR_06101,20,0.625,3,2,41,1219.4,0.1451,0.3164,16,17,6,0,0,1067,9,0
USR_06102,1,0.1111,5,0,145,962.83,0.7183,0.3759,1,5,0,1,0,600,12,0
USR_06103,3,0.75,15,0,90,1435.18,0.6643,0.1812,2,3,1,0,1,144,9,0
USR_06104,9,0.9,17,1,18,3507.38,0.5871,0.3949,7,9,3,0,1,995,6,0
USR_06105,1,0.25,2,0,170,1600.22,0.7839,0.4063,1,3,0,1,0,788,2,0
USR_06106,5,0.7143,21,0,126,194.62,0.7036,0.461,4,6,1,0,0,59,2,0
USR_06107,15,0.6522,10,2,39,393.69,0.3303,0.3941,12,16,5,0,1,945,12,0
USR_06108,6,0.5,29,0,92,1946.26,0.4308,-0.7856,5,6,2,0,1,740,10,0
USR_06109,17,0.8095,28,2,19,484.97,0.4056,0.146,14,15,5,1,1,749,2,0
USR_06110,11,0.5789,18,1,40,459.86,0.9027,0.0442,9,11,3,1,0,1041,3,0
USR_06111,13,0.52,0,1,11,868.97,0.301,0.2459,10,10,4,0,0,609,2,0
USR_06112,6,0.5455,3,0,144,529.68,0.4418,-0.451,5,8,2,0,0,569,2,0
USR_06113,15,0.7143,8,2,32,2611.05,0.823,-0.351,12,12,5,0,0,752,10,0
USR_06114,11,0.4583,13,1,7,584.59,0.8768,0.5508,9,9,3,1,0,261,0,0
USR_06115,13,0.6842,11,1,16,4579.98,0.7844,0.1961,11,11,4,1,1,207,3,0
USR_06116,3,0.75,23,0,110,424.95,0.9033,0.0977,2,3,1,0,0,1017,12,0
USR_06117,13,0.8667,17,1,15,393.19,0.5392,-0.1619,10,13,4,0,1,282,4,0
USR_06118,5,0.5556,8,0,30,340.97,0.405,-0.3038,4,5,1,1,0,620,3,0
USR_06119,17,0.68,28,2,11,354.4,0.1881,-0.2138,14,15,5,0,0,345,2,0
USR_06120,13,0.6842,26,1,41,1186.5,0.664,-0.2118,11,13,4,0,1,299,0,0
USR_06121,13,0.7222,19,1,43,226.98,0.6481,0.208,11,15,4,1,0,729,1,0
USR_06122,8,0.4,6,1,4,297.83,0.3772,0.0966,6,6,2,1,1,968,0,0
USR_06123,17,0.7391,26,2,33,1007.98,0.3015,-0.2653,14,15,5,0,1,547,0,0
USR_06124,13,0.65,21,1,30,117.22,0.5456,0.2787,10,13,4,0,0,192,0,0
USR_06125,23,0.8519,4,3,6,204.78,0.8288,-0.8436,19,20,7,0,1,316,2,0
USR_06126,20,0.7692,5,2,29,638.05,0.5383,-0.8429,17,18,6,1,0,222,0,0
USR_06127,13,0.5909,8,1,13,921.92,0.3876,0.2308,11,15,4,0,0,1062,13,0
USR_06128,12,0.48,18,1,36,508.28,0.3547,0.516,10,11,4,0,0,403,0,0
USR_06129,17,0.5862,26,2,40,942.47,0.5761,-0.8329,14,17,5,1,0,467,3,0
USR_06130,8,1.0,4,1,0,334.12,0.5692,-0.1473,7,9,2,0,1,113,11,0
USR_06131,4,1.0,0,0,35,2233.03,0.236,0.5377,3,5,1,0,1,551,0,0
USR_06132,21,0.6364,20,2,44,1378.55,0.9657,-0.4806,17,21,7,1,1,1099,4,0
USR_06133,13,0.8125,13,1,15,346.74,0.4037,0.2831,11,11,4,0,1,509,10,0
USR_06134,7,1.0,2,1,44,572.06,0.5278,-0.1009,6,8,2,0,1,791,4,0
USR_06135,12,0.5455,13,1,31,138.17,0.3493,0.2932,10,13,4,0,0,242,1,0
USR_06136,12,0.4615,1,1,25,1399.28,0.6321,0.3655,10,12,4,1,1,197,8,0
USR_06137,10,0.5,28,1,4,239.01,0.4813,0.1126,9,12,3,0,0,886,6,0
USR_06138,19,0.9048,25,2,22,432.29,0.6218,-0.2583,16,18,6,0,0,106,2,0
USR_06139,9,0.6923,13,1,6,526.15,0.7819,-0.2953,7,11,3,0,0,554,0,0
USR_06140,18,0.8182,24,2,13,221.15,0.7253,-0.1492,15,16,6,0,0,400,0,0
USR_06141,1,0.2,27,0,197,341.6,0.9112,-0.503,1,5,0,0,0,49,10,0
USR_06142,4,0.3077,0,0,51,895.99,0.2217,0.2239,3,5,1,0,0,651,2,0
USR_06143,22,0.6667,17,3,24,446.57,0.2863,-0.574,19,22,7,1,0,1157,0,0
USR_06144,20,0.8333,6,2,44,1335.95,0.7489,0.4473,17,18,6,1,1,110,4,0
USR_06145,5,0.3846,8,0,98,1203.91,0.7771,-0.2403,4,5,1,0,0,984,12,0
USR_06146,8,0.5333,19,1,8,337.28,0.5706,-0.0764,6,9,2,1,1,660,0,0
USR_06147,6,0.5455,4,0,69,462.7,0.8607,-0.178,5,9,2,1,0,876,0,0
USR_06148,14,0.875,27,1,22,462.89,0.3337,0.5084,11,13,4,0,0,142,3,0
USR_06149,7,1.0,14,1,20,481.47,0.929,0.159,6,6,2,1,0,1046,6,0
USR_06150,5,0.2632,26,0,134,2164.25,0.265,0.3168,4,7,1,0,0,43,4,0
USR_06151,11,0.55,0,1,44,775.35,0.5627,-0.1583,9,12,3,0,0,1090,11,0
USR_06152,7,0.3684,23,0,194,176.37,0.6862,0.2147,6,10,2,1,0,799,0,0
USR_06153,8,0.6667,10,1,0,393.92,0.3061,0.2303,6,6,2,1,0,424,2,0
USR_06154,14,0.8235,21,1,11,459.57,0.698,0.0192,11,11,4,1,0,38,2,0
USR_06155,5,0.3846,15,0,110,933.38,0.5101,0.07,4,6,1,0,0,744,2,0
USR_06156,14,0.5833,17,1,5,2812.23,0.7928,0.0913,12,14,4,0,1,132,4,0
USR_06157,20,0.6667,16,2,34,1248.68,0.4024,0.0771,17,17,6,0,1,742,9,0
USR_06158,8,0.5,14,1,17,612.98,0.7606,0.2413,7,10,2,1,0,934,2,0
USR_06159,4,0.4,13,0,164,336.77,0.7754,-0.2584,3,7,1,0,0,342,8,0
USR_06160,16,0.6667,29,2,9,2073.11,0.318,-0.8907,13,16,5,0,0,309,0,0
USR_06161,11,0.7857,28,1,34,524.58,0.7786,-0.2101,9,9,3,0,0,289,5,0
USR_06162,17,0.8947,17,2,0,213.49,0.9224,-0.1987,14,16,5,1,1,293,3,0
USR_06163,26,0.8966,4,3,31,885.48,0.7281,0.0737,22,25,8,1,0,163,4,0
USR_06164,6,0.5455,1,0,151,247.5,0.8556,0.0265,5,8,2,1,0,322,0,0
USR_06165,21,0.6774,29,2,19,1127.49,0.7546,-0.1778,18,19,7,0,0,801,13,0
USR_06166,7,0.35,5,0,153,485.33,0.4547,-0.5681,6,8,2,0,0,383,12,0
USR_06167,12,0.48,20,1,2,520.83,0.8917,-0.1878,10,14,4,1,0,943,10,0
USR_06168,7,0.5833,21,1,41,73.96,0.0797,0.1015,6,7,2,0,1,988,11,0
USR_06169,11,0.44,24,1,43,1575.02,0.6893,0.3685,9,13,3,1,0,920,0,0
USR_06170,22,0.6111,9,2,31,258.97,0.7083,-0.2149,18,18,7,0,0,661,4,0
USR_06171,14,0.5385,19,1,10,373.21,0.6644,-0.03,12,16,4,0,1,400,2,0
USR_06172,9,0.9,13,1,32,774.89,0.7687,-0.0881,7,9,3,1,0,1117,11,0
