beneficiary_id,age_bracket,region_encoded,grant_type_encoded,dependant_count,has_proxy,redemption_channel_pref_encoded,avg_redemption_amount,redemption_frequency,days_since_last_payment,digital_literacy_score,household_size_estimate,enrollment_duration_days
BEN_03013,2,3,0,0,0,1,1130.45,1,15,0.7996,2,284
BEN_03014,2,8,3,1,1,4,297.14,0,36,0.6024,3,617
BEN_03015,4,9,1,3,0,0,1397.59,1,70,0.4869,4,108
BEN_03016,5,12,3,2,0,4,244.35,0,8,0.1806,4,972
BEN_03017,5,2,0,0,0,1,1163.55,1,7,0.4928,2,1466
BEN_03018,4,4,1,1,0,3,1244.44,0,48,0.4982,3,1278
BEN_03019,2,2,1,1,0,0,1353.71,0,68,0.8814,2,1216
BEN_03020,2,10,2,2,0,1,248.04,1,44,0.5927,4,742
BEN_03021,2,4,0,1,1,4,1303.23,1,38,0.5793,2,340
BEN_03022,4,0,3,2,0,0,253.37,0,82,0.6011,4,47
BEN_03023,2,12,4,0,0,4,1379.98,1,14,0.6478,1,392
BEN_03024,4,2,1,2,0,4,1172.58,1,64,0.6207,3,626
BEN_03025,4,2,3,1,1,0,275.59,1,4,0.6106,4,795
BEN_03026,4,1,0,1,0,0,1234.18,0,39,0.7296,2,985
BEN_03027,5,3,0,0,1,1,1144.8,3,53,0.0762,3,729
BEN_03028,1,0,3,3,0,2,289.13,0,54,1.0,4,543
BEN_03029,2,7,0,2,0,4,1279.76,1,69,0.4953,5,1272
BEN_03030,2,12,0,2,0,1,1311.68,1,58,0.4829,3,878
BEN_03031,4,12,1,1,0,4,1399.02,1,32,0.4486,4,1260
BEN_03032,3,7,1,2,0,1,1134.33,1,58,0.3463,3,553
BEN_03033,3,13,0,2,0,4,1199.0,0,39,0.6358,4,473
BEN_03034,5,10,2,2,0,1,250.61,2,18,0.2206,5,580
BEN_03035,5,13,1,4,0,1,1265.92,0,71,0.2767,7,903
BEN_03036,4,13,0,1,0,1,1222.15,0,60,0.2877,5,776
BEN_03037,4,12,0,2,0,4,1256.63,1,88,0.4213,5,1041
BEN_03038,5,0,3,2,0,0,280.74,0,25,0.3924,3,80
BEN_03039,3,6,1,1,0,4,1243.27,1,31,0.5752,4,141
BEN_03040,2,12,0,2,0,1,1153.44,0,57,0.6916,5,31
BEN_03041,5,2,0,0,0,2,1332.27,0,6,0.3774,4,1496
BEN_03042,5,3,1,0,0,1,1249.98,0,49,0.2185,3,757
BEN_03043,5,3,0,1,0,1,1148.85,2,58,0.1504,3,1378
BEN_03044,3,3,1,1,0,1,1214.04,1,20,0.5918,3,945
BEN_03045,3,1,0,1,0,0,1235.86,1,18,0.7305,2,992
BEN_03046,4,0,2,1,0,3,278.56,1,57,0.4939,4,232
BEN_03047,4,0,0,5,0,0,1373.51,1,39,0.5292,10,1194
BEN_03048,2,5,4,4,0,3,1148.38,0,63,0.71,7,1418
BEN_03049,4,3,0,0,1,2,1146.4,1,53,0.476,1,850
BEN_03050,2,1,0,2,1,4,1383.58,0,38,0.9443,3,886
BEN_03051,3,0,0,1,1,2,1206.39,1,60,0.5788,3,785
BEN_03052,5,3,1,1,0,1,1299.79,0,31,0.1421,5,939
BEN_03053,4,8,0,0,0,1,1293.91,1,12,0.3552,1,119
BEN_03054,5,7,1,0,0,1,1257.41,1,5,0.2852,1,260
BEN_03055,2,0,0,0,0,4,1159.26,0,19,0.9135,4,1219
BEN_03056,5,0,2,1,0,1,249.36,2,57,0.4438,2,840
BEN_03057,5,0,0,3,0,0,1262.75,3,9,0.3937,6,494
BEN_03058,3,3,2,2,0,1,279.35,1,36,0.4763,3,1393
BEN_03059,3,5,2,1,0,4,259.91,0,52,0.3933,4,324
BEN_03060,4,4,1,1,0,4,1309.68,0,28,0.2993,2,175
BEN_03061,4,12,0,5,0,0,1326.48,1,73,0.1926,8,271
BEN_03062,5,11,3,3,1,1,293.11,0,42,0.0995,6,655
BEN_03063,3,0,1,2,0,0,1182.98,0,70,0.5331,3,1213
BEN_03064,4,1,4,2,0,3,1211.56,1,71,0.6326,3,1106
BEN_03065,4,0,0,1,1,0,1289.14,2,87,0.4859,3,467
BEN_03066,4,3,0,0,0,3,1226.16,0,45,0.3302,2,1235
BEN_03067,3,9,0,0,0,4,1399.29,0,39,0.5834,2,1320
BEN_03068,3,12,3,2,0,1,257.27,0,68,0.5547,5,618
BEN_03069,3,10,1,1,0,1,1326.65,3,27,0.6631,5,177
BEN_03070,5,1,2,3,0,0,250.5,1,74,0.503,5,1086
BEN_03071,5,10,1,1,0,1,1160.56,1,36,0.2154,5,1073
BEN_03072,3,1,0,0,0,1,1341.54,0,87,0.5334,1,923
BEN_03073,3,0,2,4,0,1,267.87,0,27,0.7574,5,1116
BEN_03074,2,0,1,3,0,2,1307.79,1,89,0.782,4,1260
BEN_03075,2,3,1,2,0,1,1217.27,1,82,0.8463,5,447
BEN_03076,3,1,4,1,0,0,1133.23,2,13,0.6319,4,483
BEN_03077,5,2,2,0,0,2,287.13,1,42,0.3678,1,843
BEN_03078,5,6,4,1,1,4,1252.63,1,44,0.1218,2,896
BEN_03079,3,1,0,2,0,0,1187.97,3,57,0.6119,4,902
BEN_03080,4,7,0,1,0,1,1204.03,3,28,0.2134,4,527
BEN_03081,4,3,4,1,0,0,1240.01,0,53,0.3151,2,762
BEN_03082,4,2,0,4,0,1,1143.37,1,45,0.5634,6,324
BEN_03083,5,4,0,1,1,1,1398.23,1,41,0.1731,2,1087
BEN_03084,3,3,0,1,0,1,1123.02,0,61,0.6596,4,931
BEN_03085,5,3,0,2,0,1,1175.48,0,12,0.1655,6,819
BEN_03086,2,8,3,1,1,0,295.59,0,12,0.5109,2,732
BEN_03087,5,0,4,0,0,4,1336.29,1,15,0.6453,3,1030
BEN_03088,1,0,2,2,0,3,257.93,1,84,1.0,4,627
BEN_03089,4,0,0,7,0,1,1339.56,2,61,0.6071,9,821
BEN_03090,4,0,3,1,0,1,240.71,2,31,0.734,3,1461
BEN_03091,4,3,0,2,0,1,1372.79,0,23,0.2399,3,652
BEN_03092,5,5,1,2,0,4,1161.5,1,49,0.2988,3,1100
BEN_03093,2,0,1,0,0,3,1174.14,1,29,0.9585,4,1090
BEN_03094,5,3,1,2,1,1,1147.67,4,68,0.2345,4,1487
BEN_03095,2,2,4,6,0,0,1374.85,0,3,0.7275,7,634
BEN_03096,2,6,4,4,1,1,1188.6,1,56,0.8084,6,949
BEN_03097,3,3,0,3,0,3,1166.59,1,39,0.7004,7,869
BEN_03098,5,0,0,1,0,2,1271.72,0,35,0.4992,2,532
BEN_03099,2,7,2,6,0,2,257.3,1,16,0.5795,8,612
BEN_03100,3,8,4,1,0,1,1367.06,0,63,0.5192,4,1018
BEN_03101,4,10,0,7,0,3,1308.74,0,73,0.1743,10,364
BEN_03102,4,2,1,3,0,2,1231.47,0,57,0.4732,6,819
BEN_03103,5,0,2,3,0,1,254.76,2,17,0.4274,6,139
BEN_03104,4,8,1,1,0,0,1190.32,1,38,0.5339,3,203
BEN_03105,4,3,4,2,1,3,1233.0,1,3,0.1831,6,1439
BEN_03106,1,3,2,3,0,0,252.47,0,16,0.6854,6,792
BEN_03107,4,2,2,2,0,0,274.56,1,41,0.5654,5,370
BEN_03108,2,12,1,0,0,0,1142.65,1,39,0.7594,2,955
BEN_03109,3,4,0,1,0,1,1178.57,2,75,0.4999,6,1261
BEN_03110,4,8,4,3,0,4,1271.89,1,2,0.3411,6,63
BEN_03111,2,11,0,2,0,1,1271.32,0,83,0.4815,3,443
BEN_03112,3,11,0,2,1,1,1271.49,0,52,0.6064,6,665
BEN_03113,4,12,2,1,1,4,250.5,0,58,0.4141,3,1089
BEN_03114,3,9,2,2,0,3,243.93,1,19,0.7045,5,929
BEN_03115,2,0,2,0,1,0,283.28,0,8,0.7475,1,1092
BEN_03116,2,0,3,1,0,1,262.22,0,14,0.7646,2,1178
BEN_03117,5,3,1,0,0,1,1251.12,0,57,0.093,1,478
BEN_03118,2,4,3,3,1,4,299.77,0,53,0.8077,6,784
BEN_03119,1,6,0,2,0,1,1171.45,0,19,0.8237,4,112
BEN_03120,4,8,2,3,1,1,278.47,0,53,0.1991,6,809
BEN_03121,4,0,0,4,0,0,1158.86,1,59,0.4713,5,1481
BEN_03122,5,0,0,4,1,2,1137.78,1,7,0.342,5,509
BEN_03123,5,9,0,2,1,2,1286.93,1,55,0.1546,3,966
BEN_03124,4,12,2,0,0,1,248.54,0,3,0.2965,1,1423
BEN_03125,4,2,1,1,0,3,1141.12,1,53,0.7636,4,901
BEN_03126,4,4,0,1,1,0,1264.67,0,35,0.5017,3,372
BEN_03127,5,12,1,1,1,4,1391.74,1,81,0.1654,4,106
BEN_03128,3,3,0,1,0,4,1263.08,3,61,0.6539,3,526
BEN_03129,5,0,2,4,0,2,270.53,1,44,0.3821,5,1227
BEN_03130,5,4,3,1,0,1,260.28,2,33,0.3868,3,210
BEN_03131,3,11,1,0,0,2,1296.63,0,58,0.517,3,1290
BEN_03132,4,1,1,0,1,4,1252.8,0,85,0.5149,4,507
BEN_03133,4,6,4,3,0,1,1281.04,1,50,0.1935,6,343
BEN_03134,3,9,2,3,0,4,243.73,4,14,0.4208,4,470
BEN_03135,4,4,0,0,0,1,1323.33,1,56,0.2354,2,1037
BEN_03136,5,3,3,1,0,1,282.74,3,8,0.2863,5,1280
BEN_03137,2,1,2,2,0,0,252.93,1,53,0.8569,6,819
BEN_03138,2,4,0,2,1,4,1220.87,0,27,0.6558,6,370
BEN_03139,5,10,2,3,1,0,286.86,1,77,0.1745,4,1218
BEN_03140,4,0,0,5,1,3,1380.01,3,13,0.5957,6,236
BEN_03141,5,8,0,0,1,4,1236.77,2,52,0.0182,1,1074
BEN_03142,4,4,3,0,1,3,244.83,1,47,0.2587,3,851
BEN_03143,4,1,3,0,1,4,259.37,0,32,0.3784,3,93
BEN_03144,5,8,1,2,1,4,1184.6,1,11,0.1424,4,671
BEN_03145,5,2,3,0,0,4,242.02,0,82,0.3627,2,986
BEN_03146,5,3,0,0,0,1,1290.09,3,75,0.178,3,68
BEN_03147,2,0,0,2,0,2,1277.08,0,31,0.8661,6,1040
BEN_03148,5,10,3,1,0,2,281.58,3,88,0.3442,3,1032
BEN_03149,3,5,3,3,0,1,293.87,0,21,0.3439,4,94
BEN_03150,2,4,0,0,0,4,1385.29,1,77,0.6341,2,1203
BEN_03151,3,8,3,0,1,1,288.07,3,49,0.3578,2,990
BEN_03152,2,2,4,2,0,3,1169.7,1,34,0.842,5,56
BEN_03153,4,0,1,0,0,3,1181.87,1,80,0.459,1,800
BEN_03154,3,11,0,1,0,1,1176.75,1,67,0.5662,2,257
BEN_03155,5,0,1,3,0,0,1231.8,0,14,0.4713,5,52
BEN_03156,4,8,1,1,0,1,1217.14,2,76,0.5481,5,136
BEN_03157,5,2,2,1,0,4,266.2,2,24,0.3166,2,1359
BEN_03158,5,0,1,1,0,0,1306.09,0,28,0.4368,3,638
BEN_03159,3,0,2,1,0,1,285.62,0,61,0.6932,3,549
BEN_03160,4,6,3,1,0,4,249.67,1,58,0.3425,2,903
BEN_03161,3,2,1,1,0,3,1143.33,1,88,0.6649,2,202
BEN_03162,3,2,0,0,0,2,1365.97,0,85,0.6242,3,880
BEN_03163,4,12,3,1,0,4,280.23,0,86,0.5191,2,564
BEN_03164,5,5,2,3,0,1,257.9,2,65,0.443,8,1241
BEN_03165,4,0,1,2,0,0,1207.93,0,64,0.6477,4,1053
BEN_03166,2,3,1,1,0,1,1280.46,0,61,0.6389,3,596
BEN_03167,1,8,0,1,0,4,1145.27,1,34,0.8612,4,1348
BEN_03168,4,6,0,1,0,4,1258.81,1,19,0.3074,2,881
BEN_03169,4,3,1,1,0,4,1334.2,2,8,0.1983,4,1454
BEN_03170,4,3,1,2,0,4,1383.03,1,8,0.35,5,523
BEN_03171,5,3,2,2,0,1,292.33,0,64,0.0314,6,1393
BEN_03172,3,5,0,1,0,4,1311.39,1,75,0.5483,5,1441
BEN_03173,3,1,1,4,0,0,1227.85,1,12,0.5729,5,337
BEN_03174,2,13,1,3,1,1,1179.61,1,39,0.8412,4,1099
BEN_03175,3,4,1,1,0,4,1136.1,1,56,0.4261,4,44
BEN_03176,2,6,0,2,0,4,1232.24,0,25,0.8149,3,66
BEN_03177,5,3,2,0,1,1,245.44,2,81,0.1878,2,995
BEN_03178,4,3,2,1,0,1,245.69,1,48,0.3609,4,242
BEN_03179,5,0,2,1,1,1,254.53,1,38,0.3538,2,494
BEN_03180,4,11,2,1,0,0,277.02,1,41,0.4018,2,735
BEN_03181,4,4,4,2,0,0,1231.99,2,34,0.2406,4,130
BEN_03182,3,4,2,1,1,4,247.63,2,45,0.3759,4,1495
BEN_03183,5,12,2,1,0,1,284.42,0,11,0.234,3,480
BEN_03184,3,3,0,0,1,4,1344.16,2,46,0.3672,1,485
BEN_03185,2,4,0,3,1,4,1277.72,1,42,0.5695,6,232
BEN_03186,5,0,4,1,0,0,1239.91,2,67,0.4096,4,758
BEN_03187,4,3,0,4,1,4,1271.61,3,49,0.4457,6,1472
BEN_03188,4,0,0,1,1,1,1381.51,0,12,0.6649,4,630
BEN_03189,5,12,0,1,0,1,1275.23,1,39,0.3486,3,173
BEN_03190,4,5,1,1,0,3,1157.74,1,77,0.3714,4,1098
BEN_03191,4,5,0,0,1,1,1219.5,1,28,0.2932,3,323
BEN_03192,2,9,0,3,1,3,1196.03,0,62,0.6089,5,332
BEN_03193,4,12,2,1,1,4,263.72,0,75,0.322,2,502
BEN_03194,3,2,0,2,0,0,1394.79,2,1,0.7493,5,531
BEN_03195,5,12,4,1,1,1,1140.25,0,27,0.2759,2,351
BEN_03196,4,4,2,1,1,1,293.85,1,14,0.4709,5,251
BEN_03197,2,7,3,1,1,1,274.74,1,7,0.5226,2,1191
BEN_03198,5,3,1,2,1,4,1235.55,1,64,0.3182,3,838
BEN_03199,3,1,0,1,0,3,1235.35,1,79,0.7326,2,1453
BEN_03200,3,5,2,0,1,1,273.53,0,27,0.4022,3,289
BEN_03201,3,5,1,1,0,3,1214.87,2,35,0.468,4,1499
BEN_03202,2,5,1,2,1,2,1128.91,2,65,0.6394,3,281
BEN_03203,5,2,2,6,0,0,260.11,0,39,0.4395,9,1144
BEN_03204,3,1,2,3,0,0,255.32,0,76,0.6756,6,1314
BEN_03205,2,7,0,2,0,1,1362.95,1,16,0.5718,3,471
BEN_03206,5,3,3,2,0,2,263.52,1,83,0.2346,3,246
BEN_03207,5,0,3,1,0,0,294.67,0,64,0.2484,2,480
BEN_03208,5,0,4,0,0,2,1230.4,2,16,0.5867,2,163
BEN_03209,3,3,0,4,1,1,1371.24,0,34,0.5395,5,841
BEN_03210,3,0,1,1,1,1,1176.94,0,6,0.7873,2,726
BEN_03211,5,5,3,2,0,0,283.69,2,79,0.2238,3,346
BEN_03212,3,0,3,0,1,0,249.1,0,21,0.7711,2,1385
BEN_03213,3,10,0,2,0,1,1273.24,2,8,0.626,5,82
BEN_03214,4,6,0,0,0,1,1275.65,4,56,0.28,2,1127
BEN_03215,1,10,2,6,0,2,271.55,1,46,0.6923,8,991
BEN_03216,4,3,2,1,1,1,241.36,1,4,0.2962,3,1320
BEN_03217,2,0,1,0,1,2,1341.56,1,22,0.9196,1,421
BEN_03218,3,0,3,1,1,0,281.06,3,8,0.7383,3,145
BEN_03219,2,6,0,4,0,4,1375.51,0,12,0.538,5,922
BEN_03220,4,0,2,3,0,0,288.3,1,48,0.4304,5,1248
BEN_03221,3,0,0,1,1,2,1175.09,0,86,0.9022,3,1276
BEN_03222,3,10,0,5,0,1,1172.34,1,60,0.7001,6,160
BEN_03223,4,1,1,1,1,0,1265.43,2,72,0.3884,4,368
BEN_03224,3,6,2,0,0,0,243.7,3,89,0.4148,2,1487
BEN_03225,3,9,1,2,1,0,1162.63,0,84,0.4439,3,644
BEN_03226,5,3,4,2,0,1,1303.66,0,73,0.0609,5,1189
BEN_03227,4,3,4,0,0,4,1363.24,1,32,0.4771,3,50
BEN_03228,3,6,2,4,0,2,253.78,0,7,0.4105,6,1089
BEN_03229,4,10,1,0,0,0,1183.17,1,2,0.2182,2,1061
BEN_03230,3,7,0,0,1,2,1367.07,1,60,0.4459,1,1370
BEN_03231,2,3,4,2,0,3,1241.48,4,1,0.5956,4,1448
BEN_03232,4,0,1,0,0,0,1320.62,0,57,0.617,1,636
BEN_03233,4,3,0,3,1,4,1120.24,2,33,0.2234,6,773
BEN_03234,5,11,2,1,1,3,246.31,0,37,0.209,3,815
BEN_03235,5,6,4,0,0,3,1308.54,1,51,0.3724,2,501
BEN_03236,3,1,2,0,0,3,279.89,4,16,0.8931,3,312
BEN_03237,3,10,0,0,0,2,1186.87,1,24,0.6076,1,626
BEN_03238,4,13,2,1,0,1,280.25,1,74,0.2548,2,169
BEN_03239,4,13,0,2,0,4,1238.26,0,55,0.2307,4,1456
BEN_03240,2,3,2,1,0,1,278.74,2,14,0.6165,2,680
BEN_03241,3,0,2,2,0,4,260.77,0,19,0.8508,3,1294
BEN_03242,1,10,0,1,0,4,1175.02,0,75,0.963,3,1297
BEN_03243,4,4,4,3,1,4,1368.31,0,86,0.2635,6,1120
BEN_03244,5,4,1,1,1,4,1173.17,0,73,0.3646,3,1181
BEN_03245,5,6,2,1,0,3,248.58,0,79,0.1284,2,750
BEN_03246,5,0,2,1,0,0,249.12,2,10,0.2567,2,900
BEN_03247,5,9,2,0,0,1,267.26,1,50,0.1153,4,1255
BEN_03248,5,1,0,0,0,0,1172.49,0,80,0.399,3,1281
BEN_03249,2,0,4,2,1,1,1207.5,1,81,0.9438,3,288
BEN_03250,5,5,3,0,0,1,279.69,1,74,0.1645,1,478
BEN_03251,3,2,0,2,0,2,1133.5,0,20,0.7126,4,364
BEN_03252,3,8,0,2,1,0,1229.05,3,53,0.603,3,1378
BEN_03253,3,4,2,4,0,0,276.21,0,10,0.6053,6,1384
BEN_03254,4,8,4,0,0,4,1365.84,0,68,0.3026,4,396
BEN_03255,1,1,2,4,0,0,267.78,1,66,0.9275,5,546
BEN_03256,4,7,3,0,1,1,275.93,1,30,0.194,1,425
BEN_03257,5,11,1,5,0,2,1158.7,2,17,0.2232,7,1248
BEN_03258,3,12,0,1,0,1,1393.31,0,76,0.7574,3,873
BEN_03259,1,9,4,3,0,0,1205.94,1,88,0.8021,5,1163
BEN_03260,4,10,0,1,0,1,1394.84,2,41,0.3072,2,242
BEN_03261,4,0,4,1,0,0,1198.73,0,30,0.4137,5,450
BEN_03262,4,2,2,1,0,0,272.39,1,22,0.5981,5,475
BEN_03263,2,8,4,1,1,1,1152.68,1,36,0.5129,2,1285
BEN_03264,4,9,1,1,0,1,1325.61,0,50,0.1697,3,909
BEN_03265,1,0,1,0,1,0,1218.31,2,34,1.0,2,720
BEN_03266,3,2,4,0,0,2,1344.21,0,26,0.6269,3,466
BEN_03267,5,2,4,2,1,0,1249.45,1,56,0.2798,3,1414
BEN_03268,3,10,2,1,0,1,276.13,2,38,0.594,4,1402
BEN_03269,1,5,1,0,0,2,1277.54,0,9,0.6965,2,1121
BEN_03270,5,2,4,2,0,0,1325.05,0,77,0.4025,3,1264
BEN_03271,5,1,1,0,1,3,1159.56,1,0,0.2801,2,30
BEN_03272,5,1,2,2,0,3,274.61,1,42,0.2573,5,113
BEN_03273,3,3,1,1,0,0,1218.65,2,55,0.4231,2,299
BEN_03274,2,0,0,4,0,2,1168.28,0,74,0.9183,7,167
BEN_03275,5,2,0,0,0,4,1206.91,2,65,0.4819,2,648
BEN_03276,4,3,2,3,0,0,292.33,2,45,0.5148,4,390
BEN_03277,4,4,0,2,0,1,1377.4,2,52,0.3743,5,1288
BEN_03278,2,5,4,2,0,2,1205.94,0,44,0.6201,5,1121
BEN_03279,3,3,0,3,0,4,1281.3,3,61,0.6976,6,864
BEN_03280,3,0,0,5,1,4,1203.9,2,15,0.7278,7,1293
BEN_03281,5,6,1,0,0,2,1249.94,2,23,0.146,2,545
BEN_03282,4,13,0,3,1,2,1358.48,0,23,0.3363,4,582
BEN_03283,4,3,0,1,0,4,1258.51,1,39,0.2762,4,677
BEN_03284,2,3,2,2,0,4,244.92,1,54,0.4707,3,837
BEN_03285,4,4,0,2,0,4,1324.5,2,78,0.2699,4,1477
BEN_03286,3,7,2,3,1,1,287.26,1,28,0.5628,6,1462
BEN_03287,5,12,0,2,1,4,1350.97,1,44,0.2812,3,1101
BEN_03288,5,4,2,2,1,2,284.43,0,72,0.0904,4,479
BEN_03289,4,4,0,2,0,0,1371.43,0,68,0.225,5,741
BEN_03290,3,3,2,1,0,1,299.19,2,52,0.4717,4,510
BEN_03291,5,12,1,0,0,4,1127.56,0,82,0.2477,2,1407
BEN_03292,5,12,3,2,0,1,289.37,0,35,0.3437,4,1346
BEN_03293,2,3,0,1,1,1,1192.45,1,36,0.9064,6,1039
BEN_03294,4,4,2,1,1,0,294.85,2,63,0.4348,2,1049
BEN_03295,2,1,0,3,1,0,1390.1,0,64,0.8361,4,600
BEN_03296,3,3,1,3,0,0,1389.2,2,21,0.6286,5,1024
BEN_03297,4,13,0,0,0,3,1213.94,1,54,0.2717,1,795
BEN_03298,1,1,0,1,0,0,1358.42,0,21,1.0,4,211
BEN_03299,3,13,3,1,0,1,257.6,0,81,0.5299,4,875
BEN_03300,5,2,2,0,1,0,292.1,0,40,0.2752,1,1136
BEN_03301,3,4,0,1,0,3,1148.67,0,15,0.5052,3,135
BEN_03302,4,3,0,2,0,4,1221.93,0,29,0.4559,4,96
BEN_03303,2,6,4,2,0,1,1357.71,0,63,0.8562,3,193
BEN_03304,4,13,2,1,0,4,247.15,1,58,0.3307,7,1219
BEN_03305,4,12,0,3,0,1,1240.4,2,26,0.5164,5,761
BEN_03306,4,6,3,0,0,1,267.35,0,77,0.2948,2,1392
BEN_03307,5,7,1,0,1,2,1317.93,0,39,0.067,2,173
BEN_03308,4,6,4,1,0,4,1273.8,1,71,0.2083,2,629
BEN_03309,3,12,1,2,0,4,1256.52,0,37,0.3937,4,399
BEN_03310,4,3,2,0,0,1,266.68,0,66,0.1997,3,194
BEN_03311,4,11,2,2,0,1,267.65,1,4,0.2214,4,1212
BEN_03312,4,1,4,1,0,0,1276.66,1,80,0.5209,2,453
BEN_03313,5,7,2,1,1,1,291.29,1,11,0.2028,2,232
BEN_03314,2,4,4,4,0,1,1179.6,0,25,0.7851,7,1008
BEN_03315,2,4,0,3,1,1,1202.19,2,7,0.7419,5,212
BEN_03316,4,0,1,2,0,2,1297.99,0,60,0.5245,4,464
BEN_03317,5,13,0,1,1,0,1209.2,0,66,0.2473,3,712
BEN_03318,4,0,4,1,0,2,1242.04,0,22,0.7278,4,1059
BEN_03319,3,10,1,1,0,1,1377.11,2,64,0.5929,2,1231
BEN_03320,3,3,1,1,0,1,1335.78,1,89,0.6884,3,84
BEN_03321,1,11,3,2,1,2,294.17,1,14,0.9207,3,1476
BEN_03322,2,0,4,3,0,1,1169.24,0,46,0.7723,6,1166
BEN_03323,4,12,0,0,1,4,1158.08,2,17,0.4003,1,931
BEN_03324,1,0,0,3,0,4,1325.56,3,52,0.8434,4,1395
BEN_03325,5,12,0,1,0,1,1392.4,1,21,0.1364,2,1024
BEN_03326,2,0,2,1,0,2,243.1,1,50,0.7938,2,228
BEN_03327,5,12,0,2,0,0,1315.99,0,18,0.2368,5,650
BEN_03328,2,5,2,1,0,3,240.87,2,52,0.7433,2,499
BEN_03329,4,6,3,1,0,4,252.37,1,81,0.337,2,795
BEN_03330,4,0,3,2,0,4,243.19,1,35,0.7312,5,324
BEN_03331,1,0,2,2,1,0,297.72,2,35,1.0,3,367
BEN_03332,4,12,0,1,0,1,1346.47,3,37,0.2777,3,874
BEN_03333,3,2,1,3,1,0,1248.13,0,32,0.7175,4,416
BEN_03334,4,13,0,1,1,0,1399.01,0,79,0.3051,3,648
BEN_03335,1,12,0,2,1,1,1233.92,1,15,0.7844,3,147
BEN_03336,2,4,4,2,0,1,1212.25,0,45,0.7535,5,676
BEN_03337,4,0,1,1,0,0,1250.61,0,2,0.4391,3,1323
BEN_03338,3,6,3,0,0,1,258.6,1,83,0.5949,1,929
BEN_03339,5,4,0,0,0,4,1162.83,1,80,0.2126,2,1409
BEN_03340,4,10,0,2,0,1,1343.26,3,33,0.4258,4,49
BEN_03341,4,9,1,1,0,1,1363.96,2,89,0.266,3,844
BEN_03342,4,1,4,3,1,1,1258.31,1,82,0.4906,7,371
BEN_03343,5,2,1,0,0,2,1395.87,0,52,0.4424,3,70
BEN_03344,5,2,0,4,0,0,1277.0,2,16,0.4482,5,1254
BEN_03345,4,5,2,2,1,4,271.24,0,62,0.4478,3,1004
BEN_03346,4,2,3,1,1,0,259.61,1,60,0.4019,4,36
BEN_03347,4,2,3,1,1,4,250.78,1,5,0.4399,2,1078
BEN_03348,4,1,0,1,0,2,1129.73,0,40,0.6447,2,1157
BEN_03349,3,0,2,0,0,4,289.92,0,12,0.7456,2,500
BEN_03350,2,12,0,0,0,1,1125.73,0,16,0.7221,3,401
BEN_03351,4,2,3,0,0,0,285.47,1,36,0.5382,4,265
BEN_03352,3,0,4,1,0,2,1215.42,0,63,0.801,6,905
BEN_03353,5,3,0,0,1,1,1272.55,1,72,0.2108,2,1274
BEN_03354,5,0,0,1,1,3,1327.23,0,54,0.3935,6,99
BEN_03355,2,0,2,0,1,1,280.11,0,80,0.944,1,451
BEN_03356,3,10,0,2,0,2,1187.79,3,1,0.5301,3,503
BEN_03357,4,10,0,0,0,3,1221.31,1,67,0.3187,2,1404
BEN_03358,5,5,2,2,0,1,289.56,0,8,0.1844,5,1493
BEN_03359,5,0,0,3,0,0,1214.25,2,56,0.3434,5,220
BEN_03360,3,1,2,1,0,0,298.48,1,31,0.7236,2,110
BEN_03361,5,9,2,1,1,1,243.55,0,57,0.1669,3,928
BEN_03362,4,1,2,1,0,3,264.38,1,21,0.7236,2,355
BEN_03363,4,5,2,0,0,0,259.12,1,78,0.5054,3,609
BEN_03364,3,1,1,5,0,0,1324.19,0,60,0.6178,6,892
BEN_03365,3,2,2,1,0,2,292.16,1,39,0.8687,4,895
BEN_03366,3,1,4,0,0,0,1362.31,2,61,0.6825,1,1351
BEN_03367,2,13,0,4,0,4,1340.28,0,13,0.5248,6,998
BEN_03368,3,0,3,3,1,2,266.77,0,51,0.6669,5,432
BEN_03369,4,3,0,4,0,4,1200.98,0,42,0.1694,9,863
BEN_03370,1,1,1,1,1,4,1358.74,0,28,0.8867,2,1288
BEN_03371,2,13,3,3,1,1,288.93,0,59,0.6298,5,758
BEN_03372,4,7,4,2,1,0,1336.25,0,82,0.2835,4,940
BEN_03373,4,10,2,5,0,3,260.42,1,10,0.3927,7,1417
BEN_03374,4,0,0,0,0,4,1368.1,0,75,0.5022,3,1443
BEN_03375,4,6,4,1,0,4,1215.64,1,22,0.3202,3,56
BEN_03376,2,9,2,1,0,0,299.37,1,27,0.5866,4,1497
BEN_03377,4,12,0,1,0,4,1331.81,1,79,0.5545,2,374
BEN_03378,3,13,0,2,0,4,1229.93,1,11,0.6699,3,1148
BEN_03379,3,3,4,0,0,0,1267.88,2,23,0.4727,7,451
BEN_03380,5,4,3,4,0,4,290.44,0,40,0.4173,5,1490
BEN_03381,4,12,0,1,1,1,1131.81,1,40,0.2642,5,491
BEN_03382,5,4,1,1,0,4,1340.52,0,27,0.3063,2,825
BEN_03383,5,0,0,0,1,2,1361.04,0,53,0.3395,2,1394
BEN_03384,5,3,2,2,0,0,251.35,0,38,0.3021,3,811
BEN_03385,5,2,1,5,0,2,1315.42,1,15,0.2477,7,658
BEN_03386,4,6,2,2,0,4,283.61,1,22,0.3077,5,234
BEN_03387,5,5,3,3,1,1,265.56,1,58,0.0957,4,296
BEN_03388,4,4,0,2,0,1,1276.24,1,75,0.4522,3,1288
