region_encoded,day_of_week,day_of_month,is_payday_week,agent_count_in_region,active_beneficiaries_in_region,avg_historical_daily_demand,seasonal_index,recent_7d_avg_demand,pending_voucher_value_in_region,daily_demand_nad
0,4,14,0,9,574,19113.68,1.0882,20130.65,27977.79,10098.42
7,1,26,0,10,519,18652.79,0.9456,16215.26,15549.78,7094.42
10,4,30,0,11,545,10864.98,0.9758,12048.06,13128.51,8928.15
13,3,17,0,5,541,17564.46,0.9034,19570.73,46473.07,4767.59
10,3,14,0,9,498,7975.66,1.0659,8637.6,41787.75,8907.64
3,6,18,0,11,521,7263.12,0.9911,6589.33,29187.75,3220.23
2,1,5,1,5,523,4034.13,1.151,4369.85,6021.5,8219.54
0,2,3,1,7,521,4265.86,1.1238,5052.16,12676.07,8483.82
3,1,14,0,4,495,10035.11,1.0947,10220.95,7160.51,7713.47
6,0,5,1,7,472,10801.82,1.121,11627.27,15645.32,17571.2
0,6,22,0,8,504,7747.86,0.863,7764.23,7015.11,2679.57
11,0,27,0,7,479,18422.93,0.9092,19623.67,9362.33,10425.6
6,1,15,0,7,523,10735.89,0.9949,8719.42,30924.02,6964.66
0,2,22,0,7,531,9356.27,0.8483,8039.5,8341.31,7422.91
4,1,3,1,9,475,8707.23,1.1236,7097.08,42562.74,14480.01
5,2,5,1,11,483,6597.99,1.0621,7014.71,9704.46,11504.09
7,1,14,0,10,473,16610.28,0.975,13339.54,29461.77,8999.61
0,0,20,0,8,508,10992.12,0.8778,10409.88,148204.04,3661.91
2,3,25,0,6,477,5940.01,0.9052,5843.73,6007.95,728.61
7,2,9,0,13,488,3747.93,1.0937,3342.84,14676.93,4833.08
0,6,16,0,18,582,16495.67,0.9678,13484.5,59786.52,11219.59
7,4,12,0,11,500,6117.38,1.0705,6454.57,63942.38,2949.32
4,1,21,0,9,524,6647.02,0.9476,6764.28,17850.14,3342.46
4,5,26,0,9,477,6548.12,0.9281,6978.3,10462.02,4246.8
13,4,10,0,7,518,10139.78,1.1991,8986.41,42421.74,10035.52
6,0,28,0,14,550,10451.86,0.9126,12506.79,92501.08,5491.05
13,1,30,0,9,488,8134.39,0.9751,8867.84,8984.73,5644.54
1,4,8,0,5,497,18252.59,1.1481,16075.71,17146.03,11966.64
3,1,18,0,11,492,7933.82,0.9792,9469.12,27907.2,5257.93
1,2,14,0,7,495,10889.57,0.9478,11733.92,27087.5,8475.87
10,5,1,1,6,514,6769.01,1.0185,6461.07,45298.56,14613.85
3,2,25,0,13,474,14695.69,0.9863,17122.64,15125.88,16905.66
1,6,25,0,5,513,7097.71,0.8874,7394.9,21481.09,2931.41
13,6,1,1,7,526,2896.17,1.0942,2405.95,45461.06,6502.71
11,2,19,0,6,455,17362.05,0.9275,18603.67,27811.33,9423.71
4,1,26,0,9,524,6703.38,0.9237,5543.97,9621.07,6008.96
0,1,3,1,3,508,8113.96,1.0747,7696.34,6179.01,15200.25
5,4,10,0,11,502,4479.62,1.0578,4235.53,30378.05,4857.57
4,0,12,0,11,542,7489.19,1.099,7601.05,14805.35,8131.04
2,4,5,1,6,486,17375.51,1.2062,20204.21,23329.08,31056.79
3,6,26,0,6,484,6004.89,0.8607,5538.51,24588.02,5382.84
7,4,14,0,7,539,11846.6,1.0786,12250.15,11086.77,11735.75
4,3,11,0,5,473,9290.12,1.0007,10819.85,12939.92,5087.69
6,3,27,0,9,545,4031.01,0.8539,4630.82,33656.97,1380.59
4,4,7,0,7,531,46904.05,1.1659,37543.81,51147.97,28848.87
0,4,15,0,4,477,10915.82,1.0006,9414.59,19897.36,10470.09
4,6,16,0,7,500,2703.35,1.0037,2520.57,46772.3,1209.29
2,2,18,0,7,531,4607.68,0.9463,5179.39,17721.93,8019.86
12,2,6,0,5,498,6749.27,1.2193,6025.5,5000.0,6318.0
12,5,23,0,16,490,4301.93,0.8835,3597.11,9993.19,5310.26
7,4,23,0,8,524,8864.71,0.8424,9419.4,20497.6,500.0
9,4,3,1,7,498,8271.77,1.0573,9508.69,29723.48,14683.39
8,4,17,0,11,527,6282.83,0.9781,5911.5,9335.0,1125.84
6,2,10,0,7,534,12539.76,1.0881,14430.8,13717.6,2734.96
11,0,20,0,6,528,12944.72,0.8437,11972.91,21173.05,16618.28
9,5,21,0,9,477,19924.15,0.8511,21792.34,23185.25,13079.95
9,3,26,0,10,516,8669.8,0.7971,9068.82,24447.41,8461.01
3,6,22,0,9,532,3706.6,0.9626,3483.0,66362.04,7657.05
7,0,23,0,7,462,8081.98,0.8616,8846.31,8267.24,9403.9
10,0,25,0,3,488,5306.03,0.9742,5730.39,11350.07,500.0
7,2,29,0,8,482,7734.0,0.9057,8632.21,24967.36,7882.49
10,5,6,0,9,487,1677.97,1.1023,1455.45,18280.36,6003.05
0,3,5,1,8,495,7703.52,1.0767,6462.92,41438.95,15610.7
0,4,2,1,6,523,3952.85,1.0474,4663.37,12610.52,2811.82
0,1,27,0,6,526,5494.81,0.8947,6178.82,5000.0,3825.37
7,5,19,0,5,506,3359.39,0.8734,3637.27,55770.57,967.36
0,1,23,0,8,493,20150.46,0.9589,16149.28,24182.74,10179.66
0,6,13,0,6,477,9661.84,1.0584,8110.71,28333.6,6410.14
10,5,26,0,5,512,7405.93,0.8917,6022.27,29205.02,4917.53
2,3,12,0,10,519,8188.26,1.0285,9026.54,36541.69,5319.76
5,0,21,0,11,497,11034.38,0.9678,13018.46,9095.12,8666.83
1,2,17,0,5,508,12726.02,1.0217,14216.61,21056.8,7310.93
5,0,19,0,12,495,11480.9,0.9434,12941.89,25651.61,2813.72
2,4,7,0,7,479,7358.11,1.2191,7191.1,33703.52,5159.26
3,4,26,0,3,489,12482.92,0.8913,10011.09,32251.73,5491.99
6,0,5,1,12,488,9000.05,1.0812,7386.45,36304.16,12476.91
0,5,25,0,10,503,4316.35,0.8847,3577.75,50103.75,3305.23
3,3,13,0,1,529,8863.7,1.0418,7798.66,27214.33,4273.67
0,4,23,0,8,469,4735.76,0.8944,4535.25,41403.49,500.0
4,0,15,0,8,473,10501.43,0.9218,10064.76,41248.44,10151.23
0,3,12,0,9,533,13102.86,1.0563,12622.92,5568.16,11135.73
0,5,6,0,5,484,12960.7,1.0553,12817.28,10813.01,13184.27
6,5,27,0,8,497,7106.27,0.9684,7566.34,9058.52,5651.76
8,2,30,0,9,509,9930.12,1.0087,8163.2,34570.7,11962.38
4,6,28,0,3,492,9210.95,0.9399,9122.69,24833.48,3453.81
10,2,19,0,8,532,3374.36,1.0351,3049.48,48157.11,8056.96
2,0,4,1,5,521,8668.21,1.0642,7212.51,17857.85,18534.48
8,1,18,0,8,506,7442.88,0.8904,7495.72,21539.44,9011.61
7,5,5,1,5,485,10325.73,1.1053,8756.07,12414.12,14396.05
6,4,3,1,9,516,12519.76,1.062,14950.7,14004.79,21046.67
7,4,23,0,11,526,7879.5,1.0205,6969.21,7621.99,3013.62
4,2,26,0,3,488,11488.93,0.9247,9199.83,37952.11,10441.0
7,6,5,1,8,516,4056.42,1.0285,4029.01,9162.05,7912.71
1,3,21,0,7,501,4841.21,0.88,5541.33,11743.26,2013.71
2,2,3,1,8,517,10762.43,1.0242,11778.06,14420.32,19674.09
6,1,20,0,7,539,3918.17,0.9729,3302.77,12293.05,6900.6
12,3,28,0,10,511,19009.14,1.0318,15840.74,13617.64,9147.08
3,5,28,0,6,520,16282.78,0.9928,13742.7,39358.49,11300.84
12,4,13,0,9,520,16746.13,1.1295,18030.67,86460.58,7360.5
10,6,24,0,7,520,32292.96,0.8467,28388.77,12018.08,16897.09
13,4,18,0,8,497,6480.21,0.9194,5468.09,5468.89,6158.13
5,3,16,0,7,508,7629.84,0.9549,6317.74,45272.09,9337.16
13,6,7,0,13,528,5816.57,1.0719,5505.9,81007.3,5491.25
1,0,2,1,11,505,7124.14,0.8812,7910.09,24638.57,6397.34
6,2,11,0,8,499,8380.54,1.0807,8608.35,26850.37,9432.93
4,5,20,0,3,523,6832.75,0.934,6588.11,9784.6,5793.01
13,5,12,0,8,530,12953.6,1.1139,15351.33,14339.07,12667.36
9,5,29,0,8,515,11312.23,0.9819,10330.99,8685.23,7422.0
12,6,12,0,7,511,15130.51,1.0253,14300.41,49537.07,12859.19
0,4,14,0,5,525,6060.42,0.9758,7052.84,8630.17,9521.22
13,2,16,0,13,508,33022.59,0.858,39073.98,31416.49,14954.42
1,6,14,0,10,489,4976.88,1.01,5601.49,45640.72,6935.27
2,0,22,0,7,479,8507.23,0.9128,10034.29,51564.33,4502.51
12,4,23,0,10,533,11736.98,0.8908,13343.73,32200.84,9069.32
12,5,26,0,7,515,4384.31,0.9403,4961.89,19069.26,1078.21
2,6,13,0,7,506,17013.84,1.0496,17434.25,20058.07,14876.28
9,2,14,0,10,528,7452.79,1.0581,6941.09,32379.8,6718.5
1,0,21,0,6,542,3283.86,0.8752,3596.37,32591.02,6020.78
4,4,10,0,2,499,11094.99,1.1126,10696.15,66773.16,3280.07
13,3,10,0,6,496,7338.03,1.1546,8030.95,6142.27,7897.6
13,0,9,0,6,546,6371.39,1.082,5978.81,67751.7,500.0
4,2,15,0,8,490,3904.66,1.041,3530.82,19600.68,4743.42
12,2,15,0,9,510,8759.68,0.995,7173.54,20201.15,8899.22
12,4,27,0,6,502,8287.39,0.9299,6881.27,14594.01,1688.16
0,0,7,0,15,475,29224.29,1.092,31534.01,31965.18,17722.39
13,6,25,0,4,476,12102.73,0.93,9778.42,21546.1,4131.48
0,0,2,1,17,493,9278.92,1.0861,9061.75,12109.4,16793.9
3,4,9,0,5,520,3892.9,1.1027,3831.7,20751.05,4898.27
5,3,21,0,6,493,10598.68,0.8601,12022.63,47613.38,3440.57
3,0,3,1,14,485,6276.17,1.0913,5414.85,5000.0,6052.95
0,3,24,0,7,488,4904.67,0.8074,4823.88,63741.72,2726.93
3,2,9,0,2,473,8381.69,1.0941,8462.96,9758.15,9579.01
5,2,30,0,9,491,9086.8,1.0275,7338.25,6083.71,11675.0
0,0,14,0,8,505,6143.46,1.0092,5839.63,28149.46,4242.01
7,2,21,0,7,495,8449.07,0.9136,8397.04,17547.39,2994.86
11,3,29,0,9,502,14460.43,0.9872,14488.94,11653.71,8905.71
4,1,13,0,14,543,7383.19,1.1166,8289.82,33008.49,6245.36
2,1,28,0,10,505,18904.78,0.9933,19888.92,16857.96,14381.29
0,2,23,0,7,507,5870.71,0.8372,5841.85,129043.52,1302.42
0,3,8,0,7,498,10351.07,1.0991,8829.96,22068.1,11085.48
5,0,30,0,13,504,12985.48,1.0085,14501.07,31744.7,7587.21
12,2,28,0,9,480,23726.83,0.9653,22666.12,20770.38,14110.31
7,6,30,0,7,517,5929.82,1.0273,5944.7,13917.35,9394.46
2,1,3,1,7,513,7227.48,1.036,6726.69,34358.73,13521.97
2,0,7,0,7,495,19538.79,1.1125,21626.13,9639.24,9102.66
4,4,14,0,9,523,29722.01,0.99,28961.99,40841.4,16362.56
6,6,29,0,2,479,8362.99,1.0283,9852.09,8564.76,4146.34
0,5,8,0,12,468,9644.01,1.0938,9864.76,5069.35,8374.35
2,0,10,0,8,522,11077.75,1.1536,12323.75,6086.56,12009.54
10,5,30,0,10,481,4967.93,1.0491,5251.77,6211.66,8815.21
2,4,29,0,10,512,4725.0,1.0121,5326.16,11986.9,5357.2
8,1,28,0,12,509,3803.87,0.9963,4391.93,31800.98,7221.7
13,1,18,0,7,507,6899.07,0.9778,8039.26,6298.35,4113.25
2,2,20,0,4,472,27485.16,0.9466,31895.75,18592.28,12369.53
1,3,27,0,6,542,9807.22,0.9898,10427.37,29644.91,7317.19
9,4,28,0,10,461,9067.63,0.9839,10188.85,69601.57,9825.75
2,1,9,0,12,500,12944.62,1.0741,13914.27,71640.39,8981.72
0,5,15,0,11,508,8232.29,0.9312,7007.72,25489.05,2741.19
12,3,29,0,6,517,4135.85,0.9577,3443.48,30885.24,500.0
9,6,14,0,4,509,4976.69,0.995,4433.24,17202.49,1124.8
13,0,6,0,6,519,4556.71,1.0886,4587.39,16245.37,967.24
12,1,9,0,2,504,17699.87,1.0693,20098.97,67598.14,12456.28
4,5,13,0,7,503,10630.92,0.9766,11962.49,24172.59,9233.36
8,1,25,0,10,488,14317.78,0.8279,11726.37,51102.27,7505.74
1,0,24,0,9,471,4144.77,0.9237,3716.21,7238.81,2740.03
1,1,26,0,8,539,4864.34,0.949,3948.54,32803.15,5978.7
0,5,20,0,13,462,8293.79,0.9366,9234.15,28853.34,3092.0
9,5,11,0,7,471,5062.1,1.1171,5999.22,15083.04,8847.57
1,5,22,0,5,475,3926.91,0.8898,4437.55,44763.53,2770.6
3,0,19,0,8,488,10010.58,0.9472,9961.99,71659.29,8081.92
4,4,30,0,10,515,16798.77,0.9979,16559.07,32424.27,16962.06
0,5,23,0,6,480,16756.36,0.9673,15021.09,36432.0,5302.12
3,3,19,0,8,534,6178.01,0.9279,5182.83,19045.03,6311.44
0,5,25,0,8,507,7956.74,0.8813,7194.94,32562.17,9005.04
1,2,20,0,9,478,12000.95,0.9297,14280.52,175922.31,7404.84
13,0,25,0,6,477,10141.42,0.9766,10517.63,14978.01,8890.57
1,4,22,0,16,469,3631.94,0.8432,3201.2,41118.34,5095.37
9,4,13,0,13,469,5974.08,1.0308,6420.47,8212.64,6952.91
1,2,27,0,8,514,12383.41,0.9768,13483.67,18630.6,7620.39
1,6,6,0,10,516,6378.98,1.0731,5822.3,79131.41,1152.33
7,5,15,0,8,477,12294.14,0.9119,14306.43,7264.7,8045.04
8,2,12,0,11,501,3827.88,1.1038,4476.35,12017.6,500.0
12,5,10,0,5,482,8849.89,1.1548,8704.75,27927.86,7401.17
13,0,1,1,9,514,6827.92,1.0995,6880.8,48133.69,11410.86
3,6,7,0,9,496,5514.48,1.0022,4732.99,22799.67,1360.24
4,0,7,0,9,474,8122.23,1.093,6854.29,11723.31,8446.04
2,1,3,1,9,530,10027.94,1.0576,11529.09,28561.58,13001.57
0,3,12,0,12,473,15809.9,1.1152,16293.69,57383.8,11152.81
1,4,19,0,12,511,6625.29,0.9543,5965.43,28870.78,5093.29
4,6,17,0,10,467,11209.25,0.9405,10509.41,18646.14,10229.46
4,6,17,0,12,458,7343.16,0.9587,8416.27,10282.8,4757.46
0,2,6,0,9,525,4968.76,1.0874,4504.32,33806.16,5915.79
1,5,16,0,7,476,4928.9,1.0652,4171.29,13623.5,6746.29
2,4,23,0,11,470,15408.13,0.8902,13741.6,76780.73,10087.99
5,5,15,0,6,521,10634.62,1.0288,11859.89,8162.08,8735.8
2,5,24,0,14,522,7271.26,0.8369,6217.47,20974.92,12525.45
0,4,8,0,7,504,9063.52,1.0651,8543.45,29514.03,6976.66
0,3,11,0,8,556,4875.32,1.0994,5581.48,73714.93,5994.62
7,0,29,0,7,533,23640.42,0.9905,27945.82,27193.32,13216.0
5,4,15,0,12,455,4916.95,0.9342,4840.77,16417.3,6618.54
2,6,25,0,5,523,8260.38,1.0223,7134.03,38551.98,7935.57
2,0,18,0,7,498,11135.85,0.9403,9952.07,75280.05,6938.69
0,0,8,0,9,496,15794.67,1.0818,18827.57,15198.37,6951.86
11,5,11,0,8,494,13181.93,1.0121,14026.07,9823.59,9711.91
4,4,1,1,9,477,15392.04,1.0051,14526.99,30596.71,21808.22
5,2,9,0,7,505,8024.48,1.1345,9379.91,28597.58,3386.82
0,3,17,0,10,482,8270.39,0.9166,9650.2,8436.27,9984.88
3,3,19,0,10,514,7676.5,0.9126,7427.12,102134.4,500.0
4,0,1,1,3,493,4806.4,1.0592,5439.08,5000.0,9263.57
0,6,30,0,7,491,7969.39,1.001,7976.78,61226.4,3537.31
2,3,19,0,3,506,6938.7,0.9819,7377.49,32738.12,8369.73
2,4,14,0,12,507,12518.8,0.9706,10036.8,30306.94,14539.35
3,3,4,1,2,539,7197.36,1.0723,8188.27,72652.78,8417.42
12,5,22,0,7,486,8336.16,0.8435,9746.92,37558.44,10521.84
3,1,18,0,5,470,7616.78,0.9678,8011.79,17502.38,8064.62
3,1,17,0,9,504,6065.9,0.9325,6945.68,9210.36,7065.2
4,1,23,0,10,443,11898.76,0.9108,11845.13,12630.74,3658.25
11,3,20,0,10,460,10099.72,0.8268,9309.25,49789.15,5647.28
5,3,1,1,8,489,9149.23,0.9818,9866.2,12069.28,19138.61
3,2,20,0,8,510,16884.9,0.8498,16087.46,11383.14,8652.79
0,2,14,0,9,521,5843.4,1.0025,6806.25,58590.5,3086.4
0,4,3,1,5,467,9878.9,1.1239,10085.43,30003.85,20942.45
5,0,22,0,10,498,7821.29,0.9387,6443.31,131028.8,3486.16
3,5,6,0,16,498,28947.21,1.0904,28047.35,42102.63,23906.36
8,0,4,1,7,515,4983.13,1.0498,4175.26,36465.36,9463.36
3,0,19,0,5,508,8919.86,0.9206,9629.35,78188.59,8973.76
13,4,15,0,8,517,5578.74,0.9237,6135.22,42183.06,5337.0
0,6,7,0,8,524,2308.85,1.0699,2609.91,11592.35,500.0
2,2,28,0,8,525,9378.56,0.9331,8181.28,19979.4,6685.61
9,2,13,0,8,527,13418.47,1.0633,11443.83,20268.24,8844.48
10,0,22,0,5,516,5644.21,0.9448,5494.27,26854.91,6511.59
6,4,26,0,11,496,8298.37,0.8762,7309.2,14232.35,3102.89
3,3,25,0,13,494,11910.33,0.8897,9943.17,5000.0,4730.46
4,1,18,0,4,470,20311.68,0.967,21189.74,25525.59,15300.21
0,5,16,0,8,485,5373.17,0.9485,4963.55,51265.6,6658.63
6,0,25,0,8,516,15513.41,0.8556,16313.0,6867.69,6203.22
4,2,2,1,4,526,7173.04,1.0337,8510.68,19955.47,9297.34
5,3,5,1,7,484,5177.19,1.0578,4303.21,80533.65,9432.41
7,6,15,0,6,488,9221.25,0.9959,8753.68,10345.82,10778.72
6,1,16,0,5,473,15486.26,0.9943,13563.24,100316.04,8194.51
1,3,11,0,9,496,6034.04,1.0763,6864.11,47739.06,2210.89
2,3,17,0,3,527,6754.82,0.972,5691.62,47072.16,9699.36
7,6,10,0,10,497,7145.17,1.1895,7638.67,39423.82,9231.26
1,1,5,1,8,484,6157.2,1.083,5403.62,16319.2,9745.35
0,1,1,1,6,529,10794.69,1.0721,12453.29,110940.5,19164.73
3,0,5,1,6,459,12967.32,1.1092,15381.28,41943.63,20060.62
6,4,23,0,9,505,13264.61,0.9221,15644.88,48375.38,8086.4
0,6,28,0,5,501,11760.39,0.9904,10193.92,34720.79,7272.25
0,5,25,0,5,487,3508.18,0.854,3925.38,11682.05,2960.09
7,0,16,0,11,523,15152.83,1.026,16797.29,13420.57,7707.44
0,4,30,0,5,475,3751.15,0.9742,4062.93,7788.57,7754.41
6,3,22,0,6,512,3510.78,0.921,2940.92,51492.22,2966.66
2,4,23,0,3,477,9316.13,1.0218,8049.63,12150.16,9585.7
10,1,15,0,9,498,9738.47,1.0587,8743.5,13067.05,11564.7
0,2,23,0,12,533,12595.53,0.8986,14987.45,15669.68,7246.32
13,0,4,1,5,525,8023.65,0.9882,8080.98,114155.04,11421.75
1,5,6,0,11,471,8149.3,1.1165,9692.79,35026.03,5829.13
2,1,17,0,15,478,7174.87,0.9423,8500.41,45486.68,6366.05
0,5,28,0,6,460,5172.25,0.8724,4654.25,45978.83,500.0
0,2,26,0,7,520,5474.73,0.9271,6145.8,12358.15,5531.65
6,0,4,1,6,532,8659.73,1.0796,9529.16,28695.98,7888.15
0,3,4,1,11,509,22517.06,1.0732,19827.66,10638.08,26944.71
9,5,4,1,9,506,8758.51,1.0964,9042.01,17782.56,13709.7
12,4,14,0,4,485,5458.08,1.0963,4949.72,44038.44,12725.6
11,2,15,0,8,505,12398.57,0.9779,13870.29,43534.44,5850.52
0,3,7,0,9,474,11573.92,1.1425,10507.89,58653.17,500.0
9,6,15,0,11,481,14877.61,0.9788,13652.48,5000.0,10728.25
7,5,23,0,8,500,2504.75,0.878,2541.37,62530.36,4543.57
0,4,20,0,9,502,8221.58,0.8784,8280.75,17360.66,8577.26
2,6,25,0,13,508,7373.72,0.8659,7369.43,21581.22,1217.02
1,6,6,0,7,489,14388.95,1.0046,12528.91,20126.94,7170.37
11,1,6,0,12,513,12417.91,1.1091,11111.0,6347.82,6460.66
8,6,3,1,9,518,5068.87,1.0587,4231.67,39587.93,9406.36
4,4,30,0,5,487,9659.57,1.0335,11560.46,55251.28,9075.31
5,1,20,0,5,514,6869.51,0.9384,5905.17,5949.98,7359.27
3,2,6,0,9,511,4561.75,1.0549,4874.38,28076.69,5043.53
10,1,23,0,10,483,12654.03,0.8617,13164.12,5000.0,5504.36
0,0,26,0,5,515,7379.28,0.9357,7199.76,5040.79,7690.43
0,5,15,0,3,475,5785.3,1.0604,5052.71,24742.95,5941.48
4,2,12,0,11,518,6956.34,0.9875,8004.0,51691.09,7090.95
13,1,24,0,6,481,8209.99,0.863,8089.47,18537.08,4816.58
12,5,11,0,10,475,7540.62,1.007,8763.86,44054.33,5043.06
9,4,1,1,5,493,14242.33,1.1203,14135.13,9694.07,16368.19
0,2,30,0,11,551,8559.98,0.9778,8391.13,6602.81,2322.46
4,6,4,1,7,514,6537.44,0.9989,5373.99,86115.54,9284.79
0,1,1,1,8,482,5281.06,1.0078,5421.88,63861.56,11652.96
2,1,22,0,9,504,7375.0,0.9602,6513.52,8075.67,6334.46
1,4,19,0,6,500,10979.76,0.9819,9343.15,5148.21,5855.35
3,4,3,1,8,477,7774.95,1.0384,6881.28,27654.09,11192.16
1,1,30,0,9,478,7281.69,1.0217,6584.58,5345.38,3929.65
6,1,11,0,9,541,8125.28,1.0818,6805.52,21832.33,6790.03
12,4,7,0,11,459,10142.39,1.0665,11196.49,40010.04,6958.11
6,2,29,0,7,500,8363.94,1.0645,9907.72,5966.74,10851.05
6,3,19,0,4,472,6706.5,0.8829,6319.04,12079.94,5899.4
9,0,29,0,5,502,12947.93,0.9844,12075.49,23353.08,10571.61
13,1,18,0,4,489,15883.33,0.9078,14458.77,33810.51,7699.0
0,3,4,1,11,485,9253.13,1.1674,9308.37,8921.25,13896.8
2,6,21,0,11,510,9295.53,0.8733,7536.66,37252.26,7224.36
0,1,14,0,11,530,5686.52,0.9981,6703.8,9428.76,3473.54
0,1,6,0,7,513,16516.68,1.1291,13843.91,54617.85,11012.58
11,2,11,0,6,490,8929.87,1.0371,9155.93,16346.66,5190.05
11,6,26,0,8,504,6126.69,0.8982,6199.0,12846.65,8513.56
12,2,25,0,5,512,10513.16,0.8756,11041.67,19802.47,9740.59
8,3,7,0,4,509,10357.77,1.0144,10119.73,40324.97,10592.11
4,2,15,0,13,504,11803.14,1.0412,13480.91,29482.34,8124.69
7,0,26,0,7,488,10576.23,0.8426,8675.59,40547.45,8461.23
5,3,29,0,9,466,17813.36,1.0096,14925.03,74890.37,10472.36
0,2,1,1,7,513,10737.68,1.0094,8799.69,186125.06,26623.04
3,4,28,0,6,518,3987.2,0.9721,3834.89,44707.76,5266.4
3,5,2,1,5,503,6268.72,1.0466,7271.66,13839.35,12794.16
0,2,12,0,4,489,27191.81,1.1252,28054.41,48186.3,21385.55
3,0,3,1,11,535,17628.28,1.065,18032.83,34111.29,22678.05
7,2,6,0,11,512,15061.72,1.1108,15727.98,43809.57,13871.89
4,0,10,0,8,489,7774.61,1.0185,7807.14,18872.29,9179.33
6,1,17,0,5,537,12996.13,1.0228,10421.17,29567.64,4715.09
5,3,20,0,7,519,11790.35,0.9793,12250.33,21101.49,7071.64
1,0,30,0,6,494,12975.8,1.0169,10706.63,87509.51,9747.51
9,1,3,1,12,498,7543.72,1.0121,6302.34,10009.32,12015.1
5,0,19,0,11,523,11276.56,0.9227,11986.69,26225.23,500.0
11,0,26,0,8,494,17356.59,1.038,14349.37,28612.2,10870.86
10,2,27,0,4,528,2920.72,0.9948,3137.19,14437.29,500.0
13,5,21,0,8,530,3979.72,0.917,3805.37,55796.06,500.0
10,0,28,0,4,508,6486.02,0.9413,7313.54,16132.33,2002.77
13,0,23,0,8,536,4349.99,0.9114,4219.68,18905.95,5080.61
13,3,6,0,6,510,6133.51,1.1544,5977.27,30908.08,9261.62
12,2,6,0,7,453,9704.57,1.046,8860.18,12339.96,1661.25
0,4,23,0,11,513,6629.95,0.8462,6391.03,12724.41,5307.17
12,0,8,0,11,452,14618.56,1.1395,15515.98,10208.59,12017.34
2,5,25,0,3,483,14613.0,0.983,12187.07,52175.43,9814.53
12,2,20,0,9,490,3673.72,0.9582,4333.44,27512.5,1844.56
0,2,26,0,6,503,4517.45,0.991,3914.92,6037.91,4353.2
7,4,24,0,6,565,9230.57,0.8068,8748.82,55936.52,1777.54
3,1,15,0,8,480,7232.03,0.9192,8183.9,37527.83,7874.28
5,2,30,0,7,519,7156.57,1.0654,7173.93,43953.45,507.74
0,1,15,0,7,505,9674.6,0.9458,11447.72,27420.02,3715.05
12,2,30,0,10,461,9502.91,1.053,7895.96,12389.63,11772.35
0,4,16,0,11,531,9011.57,1.091,8163.71,40896.99,8809.09
12,1,25,0,10,491,6071.62,0.8909,4920.29,13790.84,3026.18
10,1,16,0,8,480,9626.64,1.0652,8597.58,32166.64,8896.73
5,1,20,0,9,491,6053.78,0.8685,5487.79,33275.59,2370.27
0,0,14,0,13,516,9497.47,0.9754,9451.3,12659.5,6940.65
6,2,3,1,9,502,28818.11,1.0134,24352.19,37235.94,36270.91
1,3,24,0,7,498,3378.72,0.892,3423.28,24459.22,5243.34
13,6,24,0,11,478,7660.88,0.9177,8937.68,19969.29,1767.51
3,0,29,0,7,508,9860.24,0.9578,11113.27,10466.14,3316.6
13,5,6,0,7,495,5288.91,1.1,6045.23,13019.96,2372.19
5,0,22,0,8,465,8249.87,0.867,9275.11,17174.97,5343.61
0,1,8,0,1,490,5249.43,1.1464,6148.67,11210.94,6204.45
13,6,3,1,8,518,8708.41,1.0161,10430.22,17288.37,15328.4
6,2,10,0,4,532,12216.75,1.0119,11949.55,24764.9,11845.78
6,3,15,0,4,493,5690.65,1.0402,6084.21,11292.11,8953.99
4,3,3,1,4,498,8240.13,1.0463,7335.43,17271.88,7605.5
7,4,24,0,14,519,9017.67,0.904,7312.84,8972.19,6078.15
13,6,13,0,11,497,9897.44,1.0564,10870.68,78703.87,4183.26
6,4,11,0,8,548,6361.77,1.0952,5307.69,68986.42,7553.19
12,3,29,0,4,494,4707.03,1.0213,4425.87,10380.93,4503.64
10,1,8,0,5,483,9332.37,1.1817,11185.97,75019.22,10233.36
6,0,19,0,7,454,4138.22,0.9286,4937.04,7871.12,5891.61
11,1,27,0,9,497,25223.5,1.038,22696.49,6559.0,18053.96
3,5,7,0,8,489,5720.41,1.0521,6395.74,95018.02,4438.37
4,5,25,0,5,476,9263.63,0.9052,11101.46,16254.65,10614.3
3,3,16,0,10,490,15846.32,0.9655,16123.99,11665.36,10392.77
10,4,7,0,4,532,19082.72,1.1112,22510.25,29083.38,13256.83
5,3,14,0,11,536,10528.07,1.0416,11349.66,54922.6,10392.21
6,4,14,0,11,477,5305.87,0.9874,5725.32,21125.35,500.0
12,5,10,0,6,497,5431.57,1.1475,4360.58,5000.0,6967.41
3,1,27,0,5,494,6821.08,0.9266,6914.61,36130.96,5617.62
2,5,30,0,7,490,7710.56,0.9497,8338.08,11556.34,5767.76
0,0,16,0,7,510,10515.16,0.9463,12322.79,34953.09,7934.28
5,0,2,1,7,521,4268.32,0.9539,4595.28,49003.87,4271.71
8,2,4,1,7,490,5787.55,1.0671,6277.52,79201.79,5131.6
0,4,6,0,6,469,8366.02,1.1429,9523.79,29003.13,9791.33
5,2,24,0,9,522,12264.45,0.8855,12295.83,37650.34,7334.37
5,6,22,0,7,492,7604.99,0.9386,8200.29,8724.43,6701.07
13,6,27,0,7,489,5784.69,0.9275,5907.05,19710.27,7264.86
4,4,15,0,9,470,7283.59,0.976,7095.51,9399.26,1549.0
1,4,16,0,7,479,20356.26,1.0756,23209.21,22969.64,13836.05
