voucher_id,days_since_issue,days_until_expiry,grant_type_encoded,amount_normalized,region_encoded,beneficiary_activity_score,similar_voucher_redemption_rate,channel_availability_score,has_used_app,has_used_ussd,nearest_agent_distance_km,notification_sent_count,expired_unredeemed
VCH_04673,18,71,2,0.2143,4,0.6833,0.6947,0.8297,0,0,5.35,3,0
VCH_04674,31,56,2,0.2143,0,0.4874,0.7244,0.7998,0,0,3.73,1,0
VCH_04675,10,83,0,1.0,2,0.7747,0.7609,0.7233,1,0,7.95,0,0
VCH_04676,20,74,2,0.2143,0,0.4922,0.6039,0.6,1,0,2.68,2,0
VCH_04677,54,29,2,0.2143,7,0.6256,0.6756,0.3695,0,0,6.88,2,0
VCH_04678,48,45,3,0.2143,1,0.1424,0.9481,0.2425,1,1,1.76,2,0
VCH_04679,43,53,2,0.2143,6,0.6357,0.572,0.6807,1,0,10.61,1,0
VCH_04680,41,53,1,1.0,3,0.7072,0.7858,0.8992,0,1,7.52,1,0
VCH_04681,66,27,0,1.0,5,0.5873,0.6352,0.8742,0,0,5.93,3,0
VCH_04682,19,65,1,1.0,2,0.8799,0.7664,0.9229,0,0,2.14,3,0
VCH_04683,58,35,0,1.0,8,0.7181,0.7215,0.9119,1,0,1.91,3,0
VCH_04684,0,89,1,1.0,10,0.4089,0.692,0.7033,0,0,4.76,0,0
VCH_04685,43,50,0,1.0,13,0.8382,0.642,0.7765,0,0,4.08,5,0
VCH_04686,4,93,2,0.2143,2,0.3238,0.5519,0.6343,1,0,6.56,1,0
VCH_04687,70,29,0,1.0,13,0.6431,0.3193,0.704,1,0,1.92,1,0
VCH_04688,3,87,0,1.0,3,0.8019,0.5837,0.6646,1,0,1.72,3,0
VCH_04689,46,49,4,1.0,5,0.802,0.4489,0.7284,1,1,1.93,1,0
VCH_04690,48,40,0,1.0,0,0.2575,0.8697,0.5105,0,1,4.45,2,0
VCH_04691,56,27,0,1.0,2,0.6177,0.9478,0.2892,1,0,0.5,2,0
VCH_04692,33,56,2,0.2143,2,0.8784,0.6721,0.5894,0,0,2.06,0,0
VCH_04693,17,64,2,0.2143,0,0.5519,0.8224,0.3856,1,0,24.43,2,0
VCH_04694,2,90,2,0.2143,5,0.1455,0.4238,0.9664,1,1,13.22,3,0
VCH_04695,80,19,2,0.2143,0,0.7354,0.3493,0.2994,1,1,1.25,1,0
VCH_04696,41,54,2,0.2143,2,0.877,0.4294,0.8781,1,0,11.5,1,0
VCH_04697,69,15,0,1.0,8,0.4381,0.8623,0.5487,1,1,0.5,1,0
VCH_04698,23,67,0,1.0,10,0.74,0.5868,0.8155,1,1,0.96,1,0
VCH_04699,30,57,2,0.2143,0,0.3883,0.9489,0.669,1,0,8.86,4,0
VCH_04700,51,36,2,0.2143,4,0.2119,0.7883,0.3936,1,0,6.15,1,0
VCH_04701,74,11,0,1.0,0,0.761,0.984,0.7801,1,0,7.96,0,0
VCH_04702,11,85,4,1.0,6,0.5189,0.5412,0.9261,1,0,3.67,0,0
VCH_04703,25,61,0,1.0,12,0.5027,0.7588,0.7046,1,0,1.56,3,0
VCH_04704,5,90,0,1.0,3,0.4675,0.5143,0.3298,0,0,0.5,1,0
VCH_04705,32,58,1,1.0,13,0.3958,0.8293,0.6914,1,1,5.01,4,0
VCH_04706,6,87,2,0.2143,1,0.5354,0.8618,0.4619,0,0,0.5,5,0
VCH_04707,7,92,3,0.2143,13,0.5851,0.5464,0.7458,0,0,8.67,1,0
VCH_04708,56,43,3,0.2143,1,0.3917,0.6825,0.7008,0,0,2.84,2,0
VCH_04709,3,84,4,1.0,10,0.4154,0.7829,0.4049,0,0,3.52,1,0
VCH_04710,57,24,0,1.0,9,0.4684,0.8303,0.6149,1,0,3.08,0,0
VCH_04711,84,13,4,1.0,10,0.7101,0.7474,0.7405,1,1,6.83,2,0
VCH_04712,53,27,0,1.0,8,0.7067,0.811,0.7937,1,0,2.18,3,0
VCH_04713,67,32,0,1.0,1,0.5985,0.6618,0.6721,0,0,0.5,2,0
VCH_04714,26,66,1,1.0,5,0.9699,0.9197,0.5858,1,0,2.08,4,0
VCH_04715,2,94,0,1.0,8,0.909,0.8896,0.2575,1,0,2.14,1,0
VCH_04716,87,0,0,1.0,8,0.7868,0.8989,0.6789,1,1,7.51,4,0
VCH_04717,29,69,0,1.0,9,0.5863,0.4271,0.6774,0,0,1.27,4,0
VCH_04718,54,29,1,1.0,10,0.3407,0.7217,0.7694,0,1,6.59,1,0
VCH_04719,79,2,0,1.0,2,0.7236,0.8513,0.4311,0,0,2.05,3,1
VCH_04720,62,21,3,0.2143,7,0.8296,0.7988,0.6329,1,0,3.16,2,0
VCH_04721,10,82,2,0.2143,13,0.4983,0.6603,0.6218,1,0,0.81,7,0
VCH_04722,1,83,3,0.2143,0,0.7748,0.897,0.8355,0,0,1.27,0,0
VCH_04723,34,49,2,0.2143,10,0.6898,0.3531,0.8235,0,1,3.91,4,0
VCH_04724,88,0,0,1.0,1,0.9445,0.8624,0.3777,0,0,2.47,0,0
VCH_04725,22,64,4,1.0,10,0.3431,0.5047,0.9822,0,1,1.44,3,0
VCH_04726,87,5,1,1.0,10,0.7191,0.5278,0.8919,1,0,27.14,2,0
VCH_04727,62,18,1,1.0,0,0.2479,0.4202,0.7238,1,0,2.76,3,0
VCH_04728,65,33,0,1.0,10,0.8274,0.6243,0.4906,1,0,6.37,0,0
VCH_04729,59,30,2,0.2143,12,0.6919,0.5868,0.4317,1,0,0.5,2,0
VCH_04730,14,71,0,1.0,3,0.4091,0.6315,0.4382,1,0,1.13,1,0
VCH_04731,39,42,2,0.2143,4,0.2841,0.8679,0.286,1,1,1.4,1,0
VCH_04732,21,72,0,1.0,0,0.9007,0.7173,0.4828,1,0,13.63,3,0
VCH_04733,34,46,1,1.0,6,0.7389,0.5232,0.5287,0,0,9.32,2,0
VCH_04734,57,33,4,1.0,13,0.5438,0.959,0.6295,1,0,1.71,1,0
VCH_04735,54,40,2,0.2143,10,0.4683,0.8606,0.8839,1,0,0.5,5,0
VCH_04736,76,22,0,1.0,4,0.8037,0.293,0.3946,1,1,0.69,5,0
VCH_04737,32,67,4,1.0,7,0.6398,0.7601,0.4484,0,0,8.36,3,0
VCH_04738,39,51,2,0.2143,3,0.7647,0.4888,0.2521,1,0,8.75,2,0
VCH_04739,79,4,4,1.0,10,0.1878,0.8481,0.9473,1,1,0.5,0,0
VCH_04740,73,11,3,0.2143,1,0.6682,0.9417,0.5323,1,1,9.35,1,0
VCH_04741,31,67,1,1.0,3,0.5775,0.5007,0.9709,0,1,9.28,2,0
VCH_04742,83,0,1,1.0,10,0.5492,0.7203,0.7898,1,1,0.5,1,0
VCH_04743,6,92,1,1.0,2,0.3966,0.8658,0.8767,0,1,8.58,1,0
VCH_04744,80,16,1,1.0,4,0.7346,0.6339,0.6104,1,0,6.42,2,0
VCH_04745,20,62,2,0.2143,13,0.7234,0.4855,0.953,0,0,0.5,2,0
VCH_04746,31,68,1,1.0,0,0.391,0.81,0.7981,1,0,6.95,2,0
VCH_04747,26,71,0,1.0,1,0.8269,0.8482,0.6469,0,1,3.16,1,0
VCH_04748,42,38,0,1.0,9,0.7141,0.8233,0.7269,1,1,4.13,1,0
VCH_04749,54,32,2,0.2143,7,0.33,0.7961,0.8964,1,1,5.82,2,0
VCH_04750,48,42,3,0.2143,2,0.8883,0.3377,0.3729,0,1,0.57,2,1
VCH_04751,57,30,1,1.0,11,0.5094,0.5962,0.4184,1,0,6.32,2,0
VCH_04752,34,59,2,0.2143,3,0.5898,0.9478,0.985,1,1,4.06,0,0
VCH_04753,49,37,1,1.0,3,0.7096,0.6902,0.3262,1,0,2.9,1,0
VCH_04754,0,81,0,1.0,0,0.494,0.863,0.5372,1,1,1.83,1,0
VCH_04755,70,10,4,1.0,1,0.8128,0.5983,0.6005,1,0,0.5,1,0
VCH_04756,33,65,4,1.0,0,0.5732,0.5554,0.8535,1,0,0.5,1,0
VCH_04757,54,44,2,0.2143,2,0.9264,0.4949,0.4873,1,1,2.47,1,0
VCH_04758,84,12,1,1.0,0,0.3792,0.6554,0.3849,0,1,4.72,0,0
VCH_04759,60,24,1,1.0,0,0.5594,0.6516,0.7223,1,0,9.58,1,0
VCH_04760,65,16,0,1.0,12,0.7134,0.7231,0.1507,1,1,1.48,3,0
VCH_04761,38,48,0,1.0,0,0.6147,0.5153,0.8897,1,0,5.81,4,0
VCH_04762,41,41,4,1.0,5,0.5751,0.4981,0.7882,1,0,4.7,1,0
VCH_04763,73,16,2,0.2143,1,0.4662,0.9318,0.8652,1,1,2.27,2,0
VCH_04764,41,44,1,1.0,5,0.9109,0.9179,0.9382,0,0,2.74,5,0
VCH_04765,18,76,3,0.2143,6,0.7336,0.4043,0.8295,0,0,1.4,3,0
VCH_04766,40,58,4,1.0,0,0.8956,0.6461,0.8735,0,0,5.04,3,0
VCH_04767,74,20,0,1.0,3,0.701,0.8067,0.966,0,1,2.79,1,0
VCH_04768,46,52,3,0.2143,3,0.2736,0.9023,0.9068,1,1,1.15,5,0
VCH_04769,78,17,0,1.0,2,0.4661,0.6482,0.6098,1,1,0.5,1,0
VCH_04770,77,21,0,1.0,12,0.7868,0.7501,0.8587,1,0,6.29,4,0
VCH_04771,47,52,0,1.0,10,0.277,0.8711,0.8334,1,0,17.55,2,0
VCH_04772,12,81,0,1.0,2,0.6545,0.5871,0.4197,1,0,3.01,0,0
VCH_04773,27,58,2,0.2143,3,0.8118,0.7866,0.8806,0,1,5.19,1,0
VCH_04774,11,77,4,1.0,13,0.3416,0.6553,0.7349,1,1,1.3,4,0
VCH_04775,11,88,1,1.0,1,0.6182,0.8262,0.2062,0,1,7.58,5,0
VCH_04776,57,35,1,1.0,2,0.2075,0.6439,0.643,1,0,3.22,1,0
VCH_04777,46,49,2,0.2143,6,0.535,0.9121,0.6679,1,1,6.96,5,0
VCH_04778,73,20,3,0.2143,3,0.3898,0.6223,0.7176,1,0,2.85,3,0
VCH_04779,6,85,0,1.0,0,0.925,0.6811,0.9297,1,0,3.43,0,0
VCH_04780,2,91,1,1.0,2,0.8872,0.9384,0.6422,1,0,12.53,1,0
VCH_04781,6,87,1,1.0,1,0.6694,0.8825,0.2432,0,1,1.02,0,0
VCH_04782,0,94,3,0.2143,0,0.7506,0.958,0.9263,1,0,0.5,2,0
VCH_04783,83,5,4,1.0,10,0.683,0.4507,0.3684,1,1,1.7,2,0
VCH_04784,14,68,1,1.0,1,0.3851,0.8591,0.4609,0,1,1.88,2,0
VCH_04785,82,1,2,0.2143,4,0.8887,0.6222,0.7773,0,0,4.15,0,0
VCH_04786,85,7,0,1.0,8,0.3788,0.9679,0.4676,0,0,5.05,1,1
VCH_04787,36,53,2,0.2143,5,0.3072,0.9662,0.613,1,0,4.72,1,0
VCH_04788,64,32,4,1.0,3,0.4207,0.8781,0.7964,1,0,5.03,3,0
VCH_04789,23,60,0,1.0,0,0.7644,0.7675,0.428,0,0,2.88,1,0
VCH_04790,57,33,0,1.0,9,0.3582,0.6824,0.6395,1,0,6.52,3,0
VCH_04791,36,60,0,1.0,8,0.4699,0.3264,0.8834,1,0,2.95,3,0
VCH_04792,8,80,2,0.2143,0,0.687,0.5046,0.8038,1,0,2.61,1,0
VCH_04793,17,73,4,1.0,5,0.4471,0.729,0.5625,0,0,8.57,1,0
VCH_04794,51,37,1,1.0,0,0.7062,0.6024,0.1815,1,1,20.69,5,0
VCH_04795,38,51,1,1.0,11,0.9115,0.801,0.9633,1,1,4.95,1,0
VCH_04796,13,76,0,1.0,6,0.5115,0.3718,0.6544,1,0,4.67,3,0
VCH_04797,75,21,0,1.0,1,0.7213,0.9783,0.4267,0,0,3.23,3,0
VCH_04798,28,55,3,0.2143,13,0.6021,0.879,0.9725,1,0,7.54,4,0
VCH_04799,86,3,0,1.0,4,0.6015,0.9651,0.506,1,0,14.84,1,0
VCH_04800,20,77,2,0.2143,11,0.8965,0.5777,0.9322,1,1,5.3,2,0
VCH_04801,74,24,3,0.2143,7,0.3252,0.6581,0.3932,0,1,2.59,0,1
VCH_04802,68,21,0,1.0,13,0.5232,0.6349,0.6677,1,0,5.2,3,0
VCH_04803,57,37,1,1.0,7,0.9032,0.7398,0.4701,1,0,3.39,2,0
VCH_04804,70,24,1,1.0,0,0.7131,0.7465,0.6903,1,1,4.29,2,0
VCH_04805,73,7,0,1.0,2,0.5359,0.4371,0.6126,1,1,0.5,1,0
VCH_04806,12,75,0,1.0,1,0.3722,0.725,0.267,0,0,22.21,3,0
VCH_04807,74,19,1,1.0,8,0.6241,0.8371,0.7554,1,1,11.67,0,0
VCH_04808,17,76,0,1.0,0,0.4119,0.3626,0.6525,1,0,9.84,2,0
VCH_04809,6,91,0,1.0,4,0.6181,0.9442,0.6652,0,1,10.13,3,0
VCH_04810,55,27,4,1.0,2,0.5963,0.6873,0.5123,1,1,0.64,2,0
VCH_04811,43,40,3,0.2143,2,0.4494,0.628,0.8677,1,0,4.17,3,0
VCH_04812,0,85,4,1.0,10,0.2811,0.8768,0.4436,1,1,2.49,2,0
VCH_04813,33,59,1,1.0,1,0.6805,0.6281,0.8162,0,0,2.33,4,0
VCH_04814,37,58,2,0.2143,7,0.7772,0.824,0.9037,0,1,8.39,0,0
VCH_04815,71,16,1,1.0,1,0.7396,0.9119,0.6705,1,0,5.93,1,0
VCH_04816,63,33,0,1.0,2,0.6,0.9359,0.8407,1,0,0.54,2,0
VCH_04817,43,42,3,0.2143,1,0.419,0.6704,0.7886,1,1,6.06,2,0
VCH_04818,35,61,1,1.0,2,0.8197,0.5615,0.8731,1,1,21.71,1,0
VCH_04819,29,52,1,1.0,1,0.3102,0.1478,0.6279,1,0,3.25,3,0
VCH_04820,51,29,4,1.0,5,0.3936,0.6278,0.5629,0,0,8.6,2,0
VCH_04821,42,40,3,0.2143,6,0.344,0.7841,0.8033,1,0,2.59,2,0
VCH_04822,44,41,1,1.0,10,0.5637,0.7954,0.4259,1,0,2.6,3,0
VCH_04823,28,54,0,1.0,5,0.0954,0.5872,0.2967,1,0,3.31,2,0
VCH_04824,67,17,2,0.2143,13,0.4731,0.5311,0.8791,1,1,5.81,2,0
VCH_04825,56,24,1,1.0,3,0.28,0.721,0.6862,0,1,3.32,1,0
VCH_04826,0,94,0,1.0,10,0.9378,0.7974,0.8517,1,1,22.8,2,0
VCH_04827,59,23,2,0.2143,2,0.7646,0.852,0.8196,1,0,2.76,1,0
VCH_04828,15,74,1,1.0,10,0.4731,0.8385,0.4892,1,1,7.68,2,0
VCH_04829,23,76,2,0.2143,13,0.2063,0.3886,0.8166,0,1,6.89,3,1
VCH_04830,3,84,1,1.0,8,0.7383,0.7129,0.2661,1,1,2.9,3,0
VCH_04831,13,70,2,0.2143,1,0.5828,0.6556,0.4093,1,0,3.46,1,0
VCH_04832,85,0,2,0.2143,9,0.7338,0.8297,0.6818,1,0,12.77,3,0
VCH_04833,6,78,4,1.0,12,0.85,0.2328,0.8401,1,1,3.51,3,0
VCH_04834,44,43,3,0.2143,4,0.689,0.7576,0.8073,0,0,7.01,2,0
VCH_04835,73,24,3,0.2143,12,0.6106,0.4666,0.5411,0,1,3.68,4,0
VCH_04836,75,5,2,0.2143,3,0.7274,0.8126,0.4154,0,1,1.25,3,0
VCH_04837,44,46,0,1.0,3,0.4548,0.7428,0.4827,1,0,0.5,4,0
VCH_04838,22,72,0,1.0,1,0.7323,0.5701,0.6384,1,1,4.82,1,0
VCH_04839,1,90,0,1.0,0,0.7819,0.5954,0.6508,1,1,1.92,3,0
VCH_04840,82,5,2,0.2143,2,0.4879,0.6942,0.8369,1,0,5.88,0,0
VCH_04841,48,33,3,0.2143,0,0.4527,0.728,0.5543,1,1,0.5,1,0
VCH_04842,59,22,0,1.0,5,0.8091,0.5961,0.4917,0,1,3.63,1,0
VCH_04843,10,88,2,0.2143,10,0.5121,0.8213,0.6941,1,1,2.1,1,0
VCH_04844,77,10,1,1.0,3,0.2564,0.8557,0.5095,1,0,5.62,0,0
VCH_04845,16,72,4,1.0,0,0.5574,0.5673,0.7788,1,0,2.0,5,0
VCH_04846,73,22,3,0.2143,4,0.7435,0.5726,0.4929,0,0,1.87,6,0
VCH_04847,16,69,0,1.0,13,0.5036,0.5185,0.6756,1,0,7.7,0,0
VCH_04848,77,6,1,1.0,2,0.8304,0.6803,0.4382,0,1,12.44,2,0
VCH_04849,0,85,3,0.2143,0,0.5786,0.443,0.8952,0,1,3.23,0,0
VCH_04850,50,43,2,0.2143,3,0.7894,0.7274,0.7559,0,0,2.09,1,0
VCH_04851,30,60,0,1.0,6,0.6576,0.7319,0.6267,0,0,6.04,1,0
VCH_04852,47,35,2,0.2143,9,0.5378,0.593,0.9734,1,1,0.74,1,0
VCH_04853,70,13,2,0.2143,9,0.7448,0.73,0.4593,0,1,2.31,2,0
VCH_04854,74,13,3,0.2143,4,0.5025,0.5601,0.7774,0,0,2.66,3,0
VCH_04855,9,80,3,0.2143,3,0.8092,0.653,0.4392,1,1,1.02,1,0
VCH_04856,10,82,0,1.0,13,0.6113,0.6156,0.4475,1,1,2.11,1,0
VCH_04857,46,52,4,1.0,8,0.5907,0.7393,0.267,1,1,0.5,3,0
VCH_04858,4,78,0,1.0,3,0.3065,0.514,0.7861,1,0,1.78,1,0
VCH_04859,7,78,3,0.2143,13,0.3548,0.4443,0.3581,1,0,0.5,5,0
VCH_04860,37,59,1,1.0,10,0.5977,0.7523,0.8178,1,1,3.31,3,0
VCH_04861,17,72,0,1.0,10,0.6621,0.7853,0.7421,0,0,12.65,1,0
VCH_04862,53,30,0,1.0,0,0.5146,0.7341,0.7985,1,1,0.92,1,0
VCH_04863,37,60,1,1.0,10,0.517,0.82,0.9354,1,0,6.84,0,0
VCH_04864,31,60,1,1.0,2,0.347,0.5718,0.6729,1,0,18.22,3,0
VCH_04865,67,25,0,1.0,3,0.3826,0.6602,0.5759,0,0,0.5,0,1
VCH_04866,17,67,0,1.0,10,0.5386,0.4863,0.9161,1,0,14.2,3,0
VCH_04867,63,24,0,1.0,4,0.7902,0.7448,0.9611,1,1,3.86,3,0
VCH_04868,3,79,3,0.2143,11,0.8313,0.6395,0.6569,1,1,16.2,1,0
VCH_04869,8,82,4,1.0,12,0.7778,0.7732,0.7085,0,0,2.18,1,0
VCH_04870,76,21,1,1.0,0,0.7124,0.9457,0.537,1,1,1.08,3,0
VCH_04871,70,13,2,0.2143,2,0.7298,0.9111,0.4812,1,0,0.5,3,0
VCH_04872,21,77,1,1.0,5,0.6715,0.837,0.7921,1,1,5.82,0,0
VCH_04873,24,66,4,1.0,0,0.0181,0.8761,0.5136,1,1,1.85,5,0
VCH_04874,20,71,2,0.2143,9,0.5771,0.967,0.7434,1,0,0.5,3,0
VCH_04875,10,77,1,1.0,12,0.0843,0.644,0.7075,1,0,1.21,1,0
VCH_04876,65,18,3,0.2143,9,0.896,0.5743,0.4715,1,0,1.21,4,0
VCH_04877,6,75,0,1.0,0,0.6704,0.6628,0.845,1,0,3.87,1,0
VCH_04878,20,79,0,1.0,2,0.6833,0.7308,0.1342,1,0,1.18,0,0
VCH_04879,3,79,0,1.0,1,0.8655,0.5406,0.4671,0,0,6.6,2,0
VCH_04880,46,45,0,1.0,5,0.4053,0.859,0.7191,0,0,0.5,4,0
VCH_04881,19,70,2,0.2143,0,0.9074,0.924,0.7224,1,0,1.24,3,0
VCH_04882,71,18,1,1.0,0,0.5405,0.7008,0.6011,1,0,4.89,2,0
VCH_04883,25,74,1,1.0,2,0.7431,0.3192,0.7576,0,0,3.38,2,0
VCH_04884,48,50,0,1.0,0,0.7536,0.7405,0.7251,0,1,2.48,4,0
VCH_04885,19,69,0,1.0,10,0.729,0.5875,0.6509,1,0,3.59,1,0
VCH_04886,78,13,2,0.2143,9,0.4679,0.8069,0.5829,1,0,0.88,5,1
VCH_04887,20,69,3,0.2143,6,0.4867,0.919,0.7472,1,1,14.71,1,0
VCH_04888,64,22,0,1.0,3,0.7589,0.6944,0.279,1,0,1.08,2,0
VCH_04889,56,37,2,0.2143,2,0.6212,0.9559,0.4811,0,1,28.99,1,0
VCH_04890,60,36,0,1.0,5,0.1983,0.8475,0.6098,1,0,2.69,1,0
VCH_04891,53,30,4,1.0,1,0.5779,0.6922,0.8306,1,0,0.62,2,0
VCH_04892,28,69,2,0.2143,4,0.5653,0.7372,0.7623,0,0,2.16,1,0
VCH_04893,55,36,4,1.0,11,0.1764,0.8655,0.514,0,0,9.48,1,0
VCH_04894,38,46,1,1.0,0,0.3591,0.7464,0.4856,0,0,6.83,3,0
VCH_04895,2,94,1,1.0,2,0.4804,0.6038,0.6369,1,0,1.67,2,0
VCH_04896,79,3,2,0.2143,12,0.7283,0.3373,0.8312,0,0,3.55,0,0
VCH_04897,33,52,0,1.0,6,0.7324,0.8546,0.8103,1,0,1.0,3,0
VCH_04898,85,0,4,1.0,3,0.684,0.8421,0.9359,1,0,2.71,0,0
VCH_04899,61,37,4,1.0,13,0.9117,0.7639,0.6482,0,0,17.02,3,0
VCH_04900,9,76,0,1.0,0,0.849,0.7569,0.5921,0,1,2.51,2,0
VCH_04901,62,26,1,1.0,0,0.8306,0.5412,0.8596,1,1,4.43,1,0
VCH_04902,78,6,3,0.2143,7,0.5411,0.7685,0.5144,1,1,7.84,2,1
VCH_04903,74,20,3,0.2143,5,0.6353,0.7748,0.8487,1,0,2.02,2,0
VCH_04904,77,9,2,0.2143,0,0.1245,0.6237,0.3664,0,1,11.97,5,0
VCH_04905,89,0,3,0.2143,3,0.6163,0.8075,0.3097,0,1,2.72,3,0
VCH_04906,39,57,0,1.0,3,0.6095,0.7966,0.8513,1,0,0.5,2,0
VCH_04907,1,93,1,1.0,2,0.3073,0.8931,0.5512,1,0,0.71,1,0
VCH_04908,42,54,0,1.0,8,0.6322,0.9374,0.8951,1,1,7.59,2,0
VCH_04909,80,3,0,1.0,11,0.867,0.8039,0.3846,1,0,0.8,1,0
VCH_04910,34,65,2,0.2143,3,0.7546,0.8763,0.8451,1,1,4.72,1,0
VCH_04911,41,44,0,1.0,4,0.8284,0.5121,0.5421,1,0,1.29,2,0
VCH_04912,88,1,0,1.0,2,0.8187,0.9077,0.6418,1,0,2.55,3,0
VCH_04913,24,62,1,1.0,0,0.6832,0.8032,0.5879,1,1,4.8,0,0
VCH_04914,68,19,1,1.0,5,0.518,0.6605,0.9174,0,0,4.51,3,0
VCH_04915,57,36,2,0.2143,2,0.8037,0.8017,0.4139,0,1,2.46,1,0
VCH_04916,38,59,2,0.2143,6,0.6324,0.4523,0.5743,1,0,3.1,4,0
VCH_04917,52,43,2,0.2143,0,0.3716,0.5918,0.9988,0,0,13.45,1,0
VCH_04918,39,51,2,0.2143,2,0.8682,0.7061,0.6154,0,1,1.69,2,0
VCH_04919,21,75,0,1.0,0,0.5732,0.9193,0.7803,1,1,0.5,4,0
VCH_04920,45,47,1,1.0,5,0.6889,0.8481,0.6598,1,1,19.01,3,0
VCH_04921,25,67,2,0.2143,0,0.7583,0.7685,0.2898,1,1,9.95,4,0
VCH_04922,63,23,1,1.0,5,0.5541,0.4385,0.4317,0,1,0.65,3,0
VCH_04923,41,44,2,0.2143,5,0.6023,0.901,0.632,0,1,0.5,5,0
VCH_04924,84,4,0,1.0,12,0.6155,0.7698,0.5636,1,0,0.5,2,0
VCH_04925,27,64,2,0.2143,1,0.6215,0.8913,0.3707,1,1,2.33,1,0
VCH_04926,0,95,1,1.0,2,0.6587,0.7477,0.755,1,0,1.43,3,0
VCH_04927,22,69,3,0.2143,3,0.7372,0.899,0.6212,1,0,12.91,2,0
VCH_04928,44,52,3,0.2143,13,0.7908,0.5996,0.2896,0,0,2.61,2,0
VCH_04929,50,34,0,1.0,1,0.3671,0.8193,0.452,1,0,24.31,2,0
VCH_04930,87,2,2,0.2143,9,0.8054,0.4812,0.557,0,1,2.46,3,0
VCH_04931,64,21,0,1.0,0,0.7092,0.8898,0.7181,0,0,7.98,0,0
VCH_04932,16,72,2,0.2143,13,0.3155,0.7866,0.5904,1,1,6.49,5,0
VCH_04933,54,28,2,0.2143,3,0.8854,0.7754,0.7973,0,0,9.3,3,0
VCH_04934,13,79,4,1.0,4,0.4331,0.615,0.5552,0,0,1.52,2,0
VCH_04935,53,45,1,1.0,7,0.5165,0.8572,0.4171,1,1,0.5,1,0
VCH_04936,62,18,2,0.2143,5,0.6273,0.6295,0.8787,1,0,1.44,3,0
VCH_04937,87,0,2,0.2143,10,0.4965,0.9779,0.3813,1,0,0.5,1,0
VCH_04938,70,26,0,1.0,7,0.5116,0.8138,0.7367,0,1,0.5,3,0
VCH_04939,48,40,2,0.2143,12,0.7203,0.7798,0.8222,0,1,15.06,2,0
VCH_04940,50,46,2,0.2143,3,0.66,0.4732,0.618,0,0,7.23,5,0
VCH_04941,88,3,1,1.0,13,0.6507,0.5174,0.5944,1,1,5.43,2,0
VCH_04942,80,9,4,1.0,3,0.2887,0.858,0.9071,1,1,16.94,1,0
VCH_04943,17,79,1,1.0,3,0.7804,0.737,0.7567,1,0,0.5,3,0
VCH_04944,58,33,0,1.0,2,0.8909,0.8361,0.7759,1,0,0.84,2,0
VCH_04945,24,60,1,1.0,0,0.6973,0.8906,0.2401,1,0,0.5,1,0
VCH_04946,62,27,0,1.0,10,0.6541,0.8192,0.5746,0,0,2.22,1,0
VCH_04947,85,0,0,1.0,12,0.6603,0.7436,0.6215,0,1,3.36,2,1
VCH_04948,40,48,4,1.0,12,0.7493,0.6571,0.4619,1,0,19.76,1,0
VCH_04949,10,81,3,0.2143,0,0.2511,0.8178,0.6637,0,0,0.52,3,0
VCH_04950,62,26,1,1.0,5,0.7312,0.7341,0.723,1,1,5.52,2,0
VCH_04951,61,35,0,1.0,8,0.3751,0.6571,0.8033,0,1,3.21,1,0
VCH_04952,6,74,0,1.0,7,0.4612,0.7183,0.9653,1,1,2.87,2,0
VCH_04953,11,81,1,1.0,9,0.5808,0.7235,0.944,1,0,5.24,3,0
VCH_04954,17,66,1,1.0,1,0.376,0.7436,0.1537,0,0,5.83,4,0
VCH_04955,82,13,0,1.0,2,0.5605,0.4691,0.7083,0,1,0.5,2,0
VCH_04956,39,41,0,1.0,4,0.2237,0.6073,0.3396,1,1,8.94,3,0
VCH_04957,78,17,0,1.0,13,0.7157,0.6738,0.734,1,0,3.7,1,0
VCH_04958,50,41,0,1.0,2,0.8643,0.9738,0.702,1,0,0.53,1,0
VCH_04959,6,83,0,1.0,3,0.273,0.8242,0.8076,1,0,2.92,2,0
VCH_04960,62,22,3,0.2143,6,0.4407,0.7869,0.7206,1,1,13.06,2,0
VCH_04961,36,51,0,1.0,6,0.6556,0.8061,0.8323,1,0,2.72,3,0
VCH_04962,46,40,0,1.0,1,0.4557,0.7397,0.9334,0,1,6.67,2,0
VCH_04963,28,63,1,1.0,3,0.7137,0.6811,0.6555,1,1,5.96,4,0
VCH_04964,20,73,0,1.0,12,0.8853,0.698,0.3494,1,0,5.08,0,0
VCH_04965,59,29,4,1.0,0,0.5119,0.9559,0.7792,0,1,0.5,3,0
VCH_04966,55,33,2,0.2143,3,0.4328,0.6346,0.7895,0,1,0.89,5,1
VCH_04967,82,0,2,0.2143,2,0.8711,0.4181,0.6028,1,0,4.91,1,1
VCH_04968,34,50,2,0.2143,0,0.3703,0.7498,0.8863,1,0,4.37,2,0
VCH_04969,22,77,1,1.0,2,0.9612,0.8499,0.5096,1,1,2.99,3,0
VCH_04970,56,26,2,0.2143,8,0.8983,0.7469,0.9423,0,1,3.17,2,0
VCH_04971,7,75,3,0.2143,3,0.5539,0.8303,0.8708,0,0,5.14,4,0
VCH_04972,24,61,0,1.0,0,0.6129,0.7216,0.432,1,0,1.84,2,0
VCH_04973,23,58,0,1.0,0,0.2569,0.6796,0.7251,0,0,4.87,2,0
