voucher_id,days_since_issue,grant_type_encoded,amount_normalized,region_encoded,beneficiary_segment,day_of_week_issued,day_of_month_issued,is_payday_week,historical_avg_days_to_redeem,preferred_channel_encoded,nearby_agent_count,days_to_redeem,redemption_channel
VCH_05725,57,2,0.2143,0,0,5,1,1,5.48,2,7,10,bank_transfer
VCH_05726,11,0,1.0,0,2,0,15,0,7.35,3,4,7,merchant_payment
VCH_05727,50,0,1.0,4,3,3,29,0,4.43,0,4,8,wallet
VCH_05728,33,2,0.2143,13,4,2,29,0,1.38,4,3,8,cash_at_till
VCH_05729,32,1,1.0,8,3,0,1,1,7.67,4,3,9,cash_at_till
VCH_05730,47,3,0.2143,1,1,1,30,0,3.73,3,4,7,merchant_payment
VCH_05731,49,0,1.0,6,4,1,30,0,5.24,1,1,10,cash_out
VCH_05732,42,0,1.0,6,1,3,29,0,4.2,0,4,8,wallet
VCH_05733,38,3,0.2143,8,5,1,28,0,8.48,4,3,11,cash_at_till
VCH_05734,17,2,0.2143,2,5,0,15,0,5.55,0,1,9,wallet
VCH_05735,17,0,1.0,9,4,3,16,0,10.62,4,2,12,cash_at_till
VCH_05736,21,1,1.0,13,4,3,3,1,2.85,0,6,6,wallet
VCH_05737,15,2,0.2143,11,0,6,28,0,5.91,1,5,9,cash_out
VCH_05738,34,1,1.0,1,5,6,3,1,1.74,0,0,3,wallet
VCH_05739,26,0,1.0,9,0,3,28,0,4.44,1,5,8,cash_out
VCH_05740,21,0,1.0,0,2,0,1,1,5.58,0,6,5,wallet
VCH_05741,25,1,1.0,3,4,2,1,1,2.81,0,2,7,wallet
VCH_05742,7,0,1.0,8,2,2,3,1,2.78,1,3,7,cash_out
VCH_05743,5,2,0.2143,2,5,2,1,1,3.36,1,3,3,cash_out
VCH_05744,33,1,1.0,9,4,5,28,0,3.22,0,3,13,wallet
VCH_05745,1,3,0.2143,2,1,6,29,0,6.97,0,5,7,wallet
VCH_05746,43,0,1.0,4,2,3,15,0,4.15,0,3,9,wallet
VCH_05747,23,2,0.2143,0,2,6,29,0,1.14,3,6,3,merchant_payment
VCH_05748,43,2,0.2143,0,1,2,1,1,5.44,2,2,3,bank_transfer
VCH_05749,42,3,0.2143,0,3,0,1,1,2.37,0,4,1,wallet
VCH_05750,12,0,1.0,3,3,2,3,1,8.07,0,1,12,wallet
VCH_05751,23,0,1.0,0,4,2,30,0,4.55,4,5,8,cash_at_till
VCH_05752,49,0,1.0,0,3,4,28,0,5.62,0,6,18,wallet
VCH_05753,52,2,0.2143,2,0,1,2,1,6.36,3,3,4,merchant_payment
VCH_05754,30,4,1.0,9,2,6,2,1,7.08,1,3,9,cash_out
VCH_05755,25,0,1.0,2,1,0,28,0,3.78,1,4,4,cash_out
VCH_05756,40,1,1.0,12,4,3,29,0,13.15,1,2,15,cash_out
VCH_05757,36,1,1.0,6,4,6,3,1,2.58,3,1,5,merchant_payment
VCH_05758,33,1,1.0,2,2,4,1,1,6.03,3,7,12,merchant_payment
VCH_05759,57,3,0.2143,10,4,0,2,1,5.59,0,4,14,wallet
VCH_05760,58,0,1.0,0,4,0,2,1,2.34,0,1,5,wallet
VCH_05761,55,1,1.0,3,1,0,1,1,1.63,0,3,6,wallet
VCH_05762,53,2,0.2143,7,0,4,3,1,7.19,3,4,8,merchant_payment
VCH_05763,8,2,0.2143,6,2,0,28,0,4.64,1,1,8,cash_out
VCH_05764,18,1,1.0,0,3,6,1,1,6.69,1,3,4,cash_out
VCH_05765,17,0,1.0,5,3,3,2,1,1.85,0,3,4,wallet
VCH_05766,23,0,1.0,2,2,5,1,1,17.93,3,1,12,merchant_payment
VCH_05767,13,0,1.0,12,4,0,29,0,6.15,3,3,9,merchant_payment
VCH_05768,1,0,1.0,4,2,0,15,0,5.81,1,5,10,cash_out
VCH_05769,54,4,1.0,1,3,6,1,1,8.44,2,2,6,bank_transfer
VCH_05770,50,1,1.0,11,2,6,1,1,3.97,1,1,6,cash_out
VCH_05771,31,0,1.0,2,2,3,15,0,7.15,1,0,6,cash_out
VCH_05772,12,0,1.0,5,1,0,1,1,3.39,3,1,6,merchant_payment
VCH_05773,8,1,1.0,0,3,3,1,1,2.87,0,2,4,wallet
VCH_05774,7,2,0.2143,0,5,3,3,1,4.3,4,4,3,cash_at_till
VCH_05775,48,3,0.2143,6,0,5,1,1,4.95,4,7,6,cash_at_till
VCH_05776,56,1,1.0,13,2,6,1,1,3.16,1,3,7,cash_out
VCH_05777,6,4,1.0,1,0,6,29,0,2.66,0,1,9,wallet
VCH_05778,49,0,1.0,3,3,4,3,1,10.17,0,2,10,wallet
VCH_05779,38,3,0.2143,13,0,5,3,1,8.69,3,0,14,merchant_payment
VCH_05780,49,2,0.2143,3,3,3,30,0,4.03,1,4,7,cash_out
VCH_05781,1,4,1.0,3,2,5,1,1,4.02,4,3,5,cash_at_till
VCH_05782,31,2,0.2143,0,5,4,15,0,10.89,0,1,10,wallet
VCH_05783,19,0,1.0,4,5,1,15,0,5.82,3,1,11,merchant_payment
VCH_05784,26,0,1.0,5,4,6,3,1,6.23,2,3,9,bank_transfer
VCH_05785,14,1,1.0,8,4,4,16,0,9.69,4,1,10,cash_at_till
VCH_05786,39,0,1.0,0,0,4,2,1,4.63,0,8,4,wallet
VCH_05787,41,0,1.0,1,0,0,28,0,7.26,1,2,8,cash_out
VCH_05788,22,0,1.0,3,0,5,3,1,4.93,4,4,9,cash_at_till
VCH_05789,50,2,0.2143,4,3,2,28,0,2.34,1,3,7,cash_out
VCH_05790,23,1,1.0,3,5,5,16,0,4.49,1,3,8,cash_out
VCH_05791,5,0,1.0,12,0,0,30,0,2.83,1,1,8,cash_out
VCH_05792,58,1,1.0,3,1,6,16,0,5.04,4,6,11,cash_at_till
VCH_05793,46,2,0.2143,0,1,2,2,1,1.38,1,2,2,cash_out
VCH_05794,50,2,0.2143,10,0,3,30,0,4.51,0,5,7,wallet
VCH_05795,56,0,1.0,0,4,2,1,1,8.32,0,3,5,wallet
VCH_05796,57,2,0.2143,6,2,3,1,1,5.28,1,4,7,cash_out
VCH_05797,16,4,1.0,0,5,6,28,0,3.56,2,4,6,bank_transfer
VCH_05798,18,2,0.2143,12,1,3,2,1,2.44,0,0,8,wallet
VCH_05799,46,0,1.0,0,4,2,30,0,3.06,0,1,5,wallet
VCH_05800,53,0,1.0,4,2,4,30,0,5.83,1,2,15,cash_out
VCH_05801,20,3,0.2143,1,1,5,30,0,4.15,1,4,6,cash_out
VCH_05802,21,3,0.2143,0,5,0,1,1,5.39,1,4,4,cash_out
VCH_05803,59,4,1.0,1,0,4,28,0,12.92,3,4,10,merchant_payment
VCH_05804,14,2,0.2143,3,4,0,15,0,4.16,2,2,14,bank_transfer
VCH_05805,18,0,1.0,10,5,3,29,0,5.06,1,3,8,cash_out
VCH_05806,8,4,1.0,0,2,1,29,0,5.33,0,5,5,wallet
VCH_05807,54,4,1.0,0,2,4,28,0,7.82,0,2,10,wallet
VCH_05808,46,2,0.2143,13,5,2,2,1,5.72,0,1,6,wallet
VCH_05809,10,0,1.0,5,1,3,29,0,4.38,0,4,8,wallet
VCH_05810,2,1,1.0,3,5,4,29,0,3.22,0,5,15,wallet
VCH_05811,38,1,1.0,10,2,2,1,1,4.17,1,2,6,cash_out
VCH_05812,33,3,0.2143,13,3,6,15,0,2.77,0,2,7,wallet
VCH_05813,12,1,1.0,8,3,6,15,0,3.67,0,3,7,wallet
VCH_05814,55,1,1.0,6,1,0,1,1,3.69,4,1,7,cash_at_till
VCH_05815,41,0,1.0,11,2,5,1,1,13.93,1,3,12,cash_out
VCH_05816,46,0,1.0,12,3,1,1,1,10.71,2,2,10,bank_transfer
VCH_05817,40,1,1.0,10,5,2,2,1,5.15,0,5,8,wallet
VCH_05818,11,0,1.0,1,2,3,28,0,10.82,2,2,14,bank_transfer
VCH_05819,2,2,0.2143,2,4,5,1,1,4.33,0,4,3,wallet
VCH_05820,24,2,0.2143,1,4,2,2,1,9.5,0,2,7,wallet
VCH_05821,27,0,1.0,12,4,1,2,1,6.91,0,1,9,wallet
VCH_05822,49,0,1.0,10,4,2,2,1,2.97,1,5,6,cash_out
VCH_05823,47,3,0.2143,6,1,3,30,0,10.27,0,3,12,wallet
VCH_05824,49,0,1.0,6,2,4,3,1,4.05,2,2,9,bank_transfer
VCH_05825,36,1,1.0,1,1,4,1,1,3.76,2,3,3,bank_transfer
VCH_05826,35,1,1.0,13,2,2,16,0,11.75,3,1,17,merchant_payment
VCH_05827,8,1,1.0,3,3,4,29,0,3.81,3,0,7,merchant_payment
VCH_05828,3,0,1.0,10,3,3,2,1,2.4,2,2,4,bank_transfer
VCH_05829,27,2,0.2143,3,4,5,15,0,5.99,0,5,9,wallet
VCH_05830,13,4,1.0,11,5,5,28,0,12.16,2,1,13,bank_transfer
VCH_05831,17,1,1.0,3,1,4,2,1,4.73,2,3,10,bank_transfer
VCH_05832,43,0,1.0,0,5,3,28,0,1.0,1,3,3,cash_out
VCH_05833,45,0,1.0,0,1,0,29,0,3.8,0,1,5,wallet
VCH_05834,19,1,1.0,2,0,2,2,1,4.46,3,1,4,merchant_payment
VCH_05835,38,3,0.2143,2,1,6,28,0,4.88,0,0,5,wallet
VCH_05836,3,4,1.0,4,4,4,15,0,2.25,1,2,13,cash_out
VCH_05837,16,0,1.0,8,0,6,1,1,1.85,3,3,4,merchant_payment
VCH_05838,18,0,1.0,4,3,3,1,1,5.31,1,4,6,cash_out
VCH_05839,33,0,1.0,8,5,1,16,0,8.75,0,1,10,wallet
VCH_05840,50,3,0.2143,7,4,2,3,1,7.9,3,4,9,merchant_payment
VCH_05841,25,3,0.2143,11,1,0,1,1,2.35,3,2,6,merchant_payment
VCH_05842,18,1,1.0,3,3,5,1,1,2.44,1,6,6,cash_out
VCH_05843,47,3,0.2143,3,2,5,30,0,5.9,4,1,10,cash_at_till
VCH_05844,26,2,0.2143,11,1,4,2,1,5.09,0,4,13,wallet
VCH_05845,9,2,0.2143,2,0,6,2,1,7.71,3,2,5,merchant_payment
VCH_05846,29,1,1.0,7,2,2,29,0,3.91,4,3,10,cash_at_till
VCH_05847,36,3,0.2143,0,3,5,30,0,2.82,2,1,4,bank_transfer
VCH_05848,39,0,1.0,4,3,3,28,0,3.35,2,3,10,bank_transfer
VCH_05849,43,2,0.2143,11,0,4,28,0,8.56,2,0,17,bank_transfer
VCH_05850,26,1,1.0,12,2,4,29,0,7.22,2,3,9,bank_transfer
VCH_05851,39,2,0.2143,11,4,4,1,1,2.34,1,3,4,cash_out
VCH_05852,55,0,1.0,5,5,2,2,1,4.13,3,3,5,merchant_payment
VCH_05853,39,2,0.2143,0,4,3,29,0,2.97,3,1,8,merchant_payment
VCH_05854,51,1,1.0,9,1,1,29,0,4.1,0,3,8,wallet
VCH_05855,18,0,1.0,0,5,1,1,1,4.18,1,4,7,cash_out
VCH_05856,37,0,1.0,12,1,3,28,0,4.21,3,5,9,merchant_payment
VCH_05857,17,1,1.0,6,0,1,1,1,11.31,0,2,11,wallet
VCH_05858,14,2,0.2143,6,4,1,1,1,2.17,0,4,6,wallet
VCH_05859,4,2,0.2143,3,4,0,2,1,5.52,1,2,8,cash_out
VCH_05860,32,2,0.2143,10,3,4,1,1,4.49,0,2,8,wallet
VCH_05861,53,4,1.0,2,5,5,2,1,4.63,2,1,5,bank_transfer
VCH_05862,39,0,1.0,13,1,1,15,0,4.32,1,3,10,cash_out
VCH_05863,25,0,1.0,5,2,4,3,1,5.35,0,5,6,wallet
VCH_05864,50,2,0.2143,4,3,5,29,0,1.06,2,6,7,bank_transfer
VCH_05865,44,3,0.2143,1,5,6,15,0,2.28,0,7,7,wallet
VCH_05866,27,3,0.2143,12,3,6,3,1,1.0,1,1,4,cash_out
VCH_05867,43,0,1.0,5,2,4,1,1,5.58,2,2,8,bank_transfer
VCH_05868,47,0,1.0,5,2,4,2,1,1.48,3,2,11,merchant_payment
VCH_05869,17,0,1.0,13,1,6,3,1,1.17,0,3,6,wallet
VCH_05870,47,0,1.0,13,0,0,30,0,3.04,0,3,9,wallet
VCH_05871,31,0,1.0,1,2,0,30,0,7.21,1,1,9,cash_out
VCH_05872,55,2,0.2143,6,2,6,1,1,15.09,0,4,12,wallet
VCH_05873,51,2,0.2143,1,5,6,29,0,3.59,3,3,7,merchant_payment
VCH_05874,1,4,1.0,1,4,6,3,1,5.13,2,5,3,bank_transfer
VCH_05875,2,2,0.2143,9,3,1,1,1,2.68,3,1,4,merchant_payment
VCH_05876,18,2,0.2143,10,1,5,15,0,2.6,3,3,8,merchant_payment
VCH_05877,47,2,0.2143,13,4,5,2,1,15.5,1,1,12,cash_out
VCH_05878,23,3,0.2143,13,3,0,1,1,4.2,0,2,6,wallet
VCH_05879,54,4,1.0,13,3,3,1,1,5.55,1,4,6,cash_out
VCH_05880,18,0,1.0,0,3,1,2,1,2.39,3,3,5,merchant_payment
VCH_05881,22,2,0.2143,0,1,5,30,0,2.37,3,4,4,merchant_payment
VCH_05882,57,1,1.0,8,2,0,28,0,5.53,0,2,8,wallet
VCH_05883,46,4,1.0,10,3,5,15,0,1.64,0,5,8,wallet
VCH_05884,23,0,1.0,0,4,3,30,0,5.37,0,4,6,wallet
VCH_05885,21,2,0.2143,13,5,6,30,0,4.46,4,1,8,cash_at_till
VCH_05886,17,2,0.2143,9,3,3,1,1,9.39,3,2,14,merchant_payment
VCH_05887,59,0,1.0,12,4,4,16,0,7.26,0,0,9,wallet
VCH_05888,22,1,1.0,5,3,6,30,0,6.46,1,5,9,cash_out
VCH_05889,59,0,1.0,3,4,1,29,0,4.39,3,1,8,merchant_payment
VCH_05890,41,2,0.2143,5,3,5,28,0,1.72,3,2,6,merchant_payment
VCH_05891,3,1,1.0,2,5,2,1,1,3.79,0,4,4,wallet
VCH_05892,26,0,1.0,6,2,1,2,1,3.48,3,4,7,merchant_payment
VCH_05893,31,2,0.2143,0,4,6,29,0,3.83,3,2,4,merchant_payment
VCH_05894,32,2,0.2143,1,5,6,1,1,3.34,0,1,10,wallet
VCH_05895,21,0,1.0,0,1,1,15,0,3.2,0,2,4,wallet
VCH_05896,56,1,1.0,2,0,4,3,1,3.78,0,1,5,wallet
VCH_05897,55,0,1.0,0,3,2,30,0,4.92,3,1,6,merchant_payment
VCH_05898,27,2,0.2143,3,4,1,1,1,7.31,0,5,7,wallet
VCH_05899,44,4,1.0,5,3,2,2,1,7.57,2,6,8,bank_transfer
VCH_05900,40,0,1.0,10,3,1,3,1,4.74,3,3,5,merchant_payment
VCH_05901,28,0,1.0,0,3,5,15,0,8.3,1,5,13,cash_out
VCH_05902,17,4,1.0,8,4,4,2,1,1.53,1,0,4,cash_out
VCH_05903,5,2,0.2143,4,2,2,29,0,12.43,3,1,14,merchant_payment
VCH_05904,3,2,0.2143,10,5,0,3,1,5.67,1,4,6,cash_out
VCH_05905,24,2,0.2143,4,5,1,1,1,3.56,1,5,6,cash_out
VCH_05906,44,0,1.0,0,4,1,30,0,4.44,2,6,5,bank_transfer
VCH_05907,38,0,1.0,4,4,6,1,1,2.83,1,5,5,cash_out
VCH_05908,8,3,0.2143,4,0,2,1,1,2.82,1,1,5,cash_out
VCH_05909,47,3,0.2143,8,1,2,15,0,6.02,0,1,9,wallet
VCH_05910,23,2,0.2143,0,4,1,1,1,11.93,0,2,13,wallet
VCH_05911,37,2,0.2143,1,2,1,1,1,1.99,4,5,1,cash_at_till
VCH_05912,49,4,1.0,4,1,2,1,1,3.15,2,7,5,bank_transfer
VCH_05913,23,0,1.0,7,3,0,2,1,4.88,4,6,8,cash_at_till
VCH_05914,26,0,1.0,10,1,6,2,1,6.21,2,2,6,bank_transfer
VCH_05915,42,0,1.0,0,2,3,1,1,3.67,2,3,3,bank_transfer
VCH_05916,28,3,0.2143,9,5,0,29,0,8.27,1,1,10,cash_out
VCH_05917,15,2,0.2143,2,5,1,3,1,4.26,0,3,8,wallet
VCH_05918,16,4,1.0,11,5,5,1,1,3.84,0,6,6,wallet
VCH_05919,47,0,1.0,11,5,6,16,0,4.24,2,3,8,bank_transfer
VCH_05920,7,2,0.2143,2,5,1,15,0,6.76,1,3,6,cash_out
VCH_05921,34,1,1.0,11,4,1,1,1,1.86,0,1,5,wallet
VCH_05922,34,4,1.0,2,0,6,28,0,1.88,2,3,6,bank_transfer
VCH_05923,50,4,1.0,4,4,4,15,0,9.96,0,5,11,wallet
VCH_05924,16,0,1.0,5,2,4,1,1,1.73,1,5,5,cash_out
VCH_05925,34,3,0.2143,10,4,2,29,0,3.65,1,10,13,cash_out
VCH_05926,50,0,1.0,13,5,2,1,1,9.43,2,0,9,bank_transfer
VCH_05927,16,1,1.0,4,0,2,1,1,6.25,1,3,7,cash_out
VCH_05928,0,0,1.0,5,3,5,3,1,2.14,2,2,4,bank_transfer
VCH_05929,32,4,1.0,3,1,4,30,0,2.68,3,8,7,merchant_payment
VCH_05930,12,1,1.0,13,5,0,2,1,5.55,2,2,6,bank_transfer
VCH_05931,10,0,1.0,3,5,6,28,0,1.63,1,3,6,cash_out
VCH_05932,55,1,1.0,3,5,6,28,0,4.07,0,6,8,wallet
VCH_05933,0,1,1.0,2,2,4,30,0,5.59,4,3,5,cash_at_till
VCH_05934,26,1,1.0,0,2,4,2,1,3.28,2,2,7,bank_transfer
VCH_05935,19,1,1.0,0,0,6,2,1,5.6,3,4,8,merchant_payment
VCH_05936,45,2,0.2143,2,3,0,29,0,8.03,0,4,11,wallet
VCH_05937,36,0,1.0,10,0,2,3,1,5.35,0,9,8,wallet
VCH_05938,58,1,1.0,3,4,4,28,0,8.56,2,6,15,bank_transfer
VCH_05939,1,1,1.0,6,5,4,16,0,4.12,0,1,11,wallet
VCH_05940,55,4,1.0,6,4,2,30,0,4.37,1,8,8,cash_out
VCH_05941,24,1,1.0,5,5,3,1,1,8.88,3,2,11,merchant_payment
VCH_05942,42,3,0.2143,3,1,3,28,0,3.6,3,4,9,merchant_payment
VCH_05943,49,2,0.2143,10,1,5,28,0,6.88,3,3,10,merchant_payment
VCH_05944,49,2,0.2143,4,0,3,2,1,4.9,1,0,6,cash_out
VCH_05945,40,0,1.0,1,3,2,28,0,2.44,3,0,3,merchant_payment
VCH_05946,11,2,0.2143,2,1,2,29,0,2.62,3,0,3,merchant_payment
VCH_05947,35,2,0.2143,1,1,5,29,0,6.83,4,2,6,cash_at_till
VCH_05948,33,0,1.0,3,0,3,1,1,5.0,1,0,6,cash_out
VCH_05949,56,2,0.2143,4,1,6,1,1,6.07,4,5,7,cash_at_till
VCH_05950,50,1,1.0,4,0,1,1,1,2.18,0,6,4,wallet
VCH_05951,39,0,1.0,5,4,6,2,1,3.84,0,2,5,wallet
VCH_05952,11,0,1.0,2,4,2,16,0,3.79,0,3,5,wallet
VCH_05953,7,0,1.0,3,0,2,3,1,5.1,0,1,6,wallet
VCH_05954,25,3,0.2143,3,4,4,29,0,6.73,0,4,10,wallet
VCH_05955,24,1,1.0,13,1,3,29,0,4.28,4,6,8,cash_at_till
VCH_05956,2,0,1.0,1,5,0,3,1,2.03,0,4,2,wallet
VCH_05957,9,4,1.0,2,1,5,1,1,5.47,1,2,3,cash_out
VCH_05958,15,0,1.0,2,4,2,30,0,4.99,3,3,6,merchant_payment
VCH_05959,24,2,0.2143,3,1,3,2,1,8.84,0,1,9,wallet
VCH_05960,22,0,1.0,3,3,5,28,0,4.12,0,4,9,wallet
VCH_05961,8,3,0.2143,5,3,0,15,0,2.97,0,1,12,wallet
VCH_05962,0,0,1.0,5,4,2,28,0,1.01,1,4,6,cash_out
VCH_05963,55,1,1.0,0,1,6,28,0,3.82,1,5,5,cash_out
VCH_05964,35,1,1.0,0,4,1,16,0,1.67,1,4,4,cash_out
VCH_05965,19,1,1.0,5,5,5,2,1,2.97,0,1,5,wallet
VCH_05966,48,4,1.0,5,2,0,1,1,2.99,3,6,8,merchant_payment
VCH_05967,10,4,1.0,11,3,1,1,1,3.11,0,4,5,wallet
VCH_05968,34,0,1.0,12,2,1,30,0,3.04,3,1,13,merchant_payment
VCH_05969,47,0,1.0,3,1,3,1,1,10.12,1,1,13,cash_out
VCH_05970,32,2,0.2143,3,3,1,3,1,5.76,0,4,6,wallet
VCH_05971,18,0,1.0,6,4,3,1,1,1.3,1,4,5,cash_out
VCH_05972,53,3,0.2143,3,1,3,1,1,3.78,1,4,7,cash_out
VCH_05973,29,2,0.2143,4,2,2,30,0,1.26,1,4,7,cash_out
VCH_05974,48,2,0.2143,13,3,5,16,0,5.11,3,2,8,merchant_payment
VCH_05975,8,0,1.0,13,2,3,15,0,1.88,1,2,7,cash_out
VCH_05976,57,2,0.2143,1,2,3,1,1,7.08,3,0,4,merchant_payment
VCH_05977,39,0,1.0,12,0,1,2,1,9.96,0,1,10,wallet
VCH_05978,23,2,0.2143,0,1,0,1,1,1.96,1,2,2,cash_out
VCH_05979,53,0,1.0,7,2,1,1,1,9.13,0,4,8,wallet
VCH_05980,3,4,1.0,0,0,4,1,1,2.89,4,1,6,cash_at_till
VCH_05981,10,2,0.2143,10,0,0,15,0,3.28,0,5,14,wallet
VCH_05982,9,0,1.0,8,3,5,1,1,10.33,4,0,10,cash_at_till
VCH_05983,31,3,0.2143,1,3,2,2,1,3.69,0,6,12,wallet
VCH_05984,13,0,1.0,1,2,6,1,1,12.02,1,1,9,cash_out
VCH_05985,25,2,0.2143,3,5,6,2,1,4.43,3,1,13,merchant_payment
VCH_05986,5,3,0.2143,2,3,4,1,1,5.93,0,1,6,wallet
VCH_05987,42,1,1.0,0,4,3,29,0,9.12,4,3,8,cash_at_till
VCH_05988,59,1,1.0,3,3,3,16,0,2.78,4,7,7,cash_at_till
VCH_05989,51,0,1.0,0,3,1,29,0,4.62,2,2,5,bank_transfer
VCH_05990,24,0,1.0,12,1,6,29,0,6.18,4,2,10,cash_at_till
VCH_05991,13,4,1.0,10,2,4,3,1,4.75,0,5,6,wallet
VCH_05992,17,0,1.0,1,3,0,1,1,2.47,0,2,5,wallet
VCH_05993,10,0,1.0,3,0,3,28,0,4.46,0,2,10,wallet
VCH_05994,35,2,0.2143,3,1,5,15,0,3.72,3,2,8,merchant_payment
VCH_05995,43,2,0.2143,2,4,6,1,1,9.85,4,5,7,cash_at_till
VCH_05996,59,4,1.0,3,2,6,1,1,5.08,0,0,8,wallet
VCH_05997,24,2,0.2143,7,4,1,1,1,3.91,1,6,6,cash_out
VCH_05998,58,2,0.2143,12,5,0,1,1,3.43,3,4,5,merchant_payment
VCH_05999,26,4,1.0,10,4,6,29,0,3.08,1,6,7,cash_out
VCH_06000,25,0,1.0,5,1,0,1,1,9.28,3,4,9,merchant_payment
VCH_06001,28,0,1.0,5,3,6,28,0,5.97,0,5,8,wallet
VCH_06002,4,2,0.2143,8,2,0,1,1,8.03,2,4,17,bank_transfer
VCH_06003,48,2,0.2143,0,0,1,29,0,3.95,0,3,4,wallet
VCH_06004,53,3,0.2143,6,3,2,3,1,5.12,0,1,8,wallet
VCH_06005,14,0,1.0,9,4,4,1,1,3.95,1,1,9,cash_out
VCH_06006,35,1,1.0,6,2,5,1,1,1.24,3,7,11,merchant_payment
VCH_06007,15,2,0.2143,10,3,5,3,1,4.76,0,3,7,wallet
VCH_06008,54,1,1.0,3,1,3,29,0,7.61,3,8,10,merchant_payment
VCH_06009,56,0,1.0,13,4,1,1,1,4.31,0,4,6,wallet
VCH_06010,36,0,1.0,9,4,0,1,1,5.62,3,0,7,merchant_payment
VCH_06011,3,3,0.2143,4,2,2,2,1,3.95,0,3,8,wallet
VCH_06012,8,1,1.0,6,0,1,29,0,7.38,1,4,13,cash_out
VCH_06013,44,1,1.0,2,0,1,28,0,8.34,0,2,7,wallet
VCH_06014,12,0,1.0,1,0,2,2,1,13.24,0,3,9,wallet
VCH_06015,33,1,1.0,10,2,3,2,1,3.23,3,1,7,merchant_payment
VCH_06016,11,1,1.0,3,2,4,2,1,2.06,2,5,9,bank_transfer
VCH_06017,37,3,0.2143,10,5,5,1,1,6.89,3,4,8,merchant_payment
VCH_06018,45,3,0.2143,1,3,3,1,1,9.28,2,5,5,bank_transfer
VCH_06019,4,0,1.0,1,4,0,1,1,5.98,2,2,3,bank_transfer
VCH_06020,21,1,1.0,1,3,6,1,1,4.98,4,2,4,cash_at_till
VCH_06021,48,0,1.0,0,0,5,15,0,6.23,0,4,6,wallet
VCH_06022,36,0,1.0,10,2,5,28,0,6.83,0,1,9,wallet
VCH_06023,19,3,0.2143,12,0,4,3,1,6.37,4,5,14,cash_at_till
VCH_06024,28,2,0.2143,0,0,4,1,1,6.58,0,4,4,wallet
VCH_06025,11,2,0.2143,7,2,5,2,1,6.63,1,4,7,cash_out
VCH_06026,47,1,1.0,10,5,1,1,1,3.45,0,1,7,wallet
VCH_06027,20,0,1.0,6,4,4,28,0,1.81,3,1,6,merchant_payment
VCH_06028,36,4,1.0,1,1,4,1,1,8.51,4,4,7,cash_at_till
VCH_06029,5,1,1.0,3,5,1,3,1,3.41,0,2,7,wallet
VCH_06030,46,2,0.2143,1,0,0,3,1,4.83,1,3,9,cash_out
VCH_06031,27,2,0.2143,6,0,6,15,0,4.06,1,1,10,cash_out
VCH_06032,53,1,1.0,12,3,1,3,1,2.03,0,4,6,wallet
VCH_06033,19,1,1.0,13,3,5,1,1,7.9,1,4,9,cash_out
VCH_06034,14,1,1.0,5,2,6,15,0,3.26,2,3,7,bank_transfer
VCH_06035,58,1,1.0,11,3,2,30,0,1.73,0,2,8,wallet
VCH_06036,49,2,0.2143,5,3,0,28,0,10.93,1,3,13,cash_out
VCH_06037,34,3,0.2143,13,4,6,28,0,4.08,1,4,11,cash_out
VCH_06038,2,2,0.2143,0,5,6,30,0,3.2,2,2,5,bank_transfer
VCH_06039,55,2,0.2143,3,2,6,29,0,3.96,1,5,9,cash_out
VCH_06040,15,2,0.2143,8,3,2,15,0,7.19,0,5,9,wallet
VCH_06041,42,0,1.0,2,2,6,30,0,5.59,3,6,8,merchant_payment
VCH_06042,43,0,1.0,5,0,2,1,1,3.69,0,5,5,wallet
VCH_06043,8,2,0.2143,0,2,6,1,1,6.78,4,5,4,cash_at_till
VCH_06044,0,1,1.0,3,0,4,15,0,4.9,1,5,8,cash_out
VCH_06045,6,3,0.2143,5,1,4,15,0,2.14,0,4,6,wallet
VCH_06046,50,0,1.0,4,1,4,1,1,3.6,4,1,6,cash_at_till
VCH_06047,38,0,1.0,10,1,3,1,1,4.48,0,3,7,wallet
VCH_06048,0,2,0.2143,9,2,6,28,0,4.5,0,4,9,wallet
VCH_06049,50,0,1.0,8,4,1,29,0,7.91,0,0,13,wallet
VCH_06050,50,0,1.0,2,1,4,29,0,3.25,0,5,5,wallet
VCH_06051,23,0,1.0,6,0,3,3,1,5.71,2,2,8,bank_transfer
VCH_06052,19,0,1.0,0,3,3,1,1,1.79,0,0,1,wallet
VCH_06053,43,1,1.0,0,3,0,2,1,3.74,3,3,3,merchant_payment
VCH_06054,35,2,0.2143,1,3,0,2,1,15.61,3,5,9,merchant_payment
VCH_06055,33,4,1.0,1,1,2,30,0,5.86,3,3,6,merchant_payment
VCH_06056,35,1,1.0,7,1,5,2,1,4.05,0,2,8,wallet
VCH_06057,20,0,1.0,3,0,3,1,1,3.91,3,1,5,merchant_payment
VCH_06058,10,0,1.0,4,3,4,2,1,8.17,1,1,8,cash_out
VCH_06059,39,2,0.2143,13,2,2,28,0,3.22,4,2,7,cash_at_till
VCH_06060,52,3,0.2143,1,3,0,1,1,11.12,1,7,6,cash_out
VCH_06061,50,2,0.2143,3,0,6,29,0,5.09,0,1,10,wallet
VCH_06062,9,3,0.2143,2,0,2,1,1,5.08,0,4,7,wallet
VCH_06063,5,1,1.0,10,2,6,3,1,3.1,1,3,7,cash_out
