user_id,has_used_send_money,has_used_bill_pay,has_used_savings,has_used_groups,has_used_qr_pay,has_used_ussd,has_used_cashback,session_count_30d,avg_session_duration_min,channel_diversity,features_used_count,onboarding_stage,days_since_first_use,tx_count_30d,adoption_tier
USR_04915,0,0,0,0,0,1,1,4,2.66,2,2,2,185,3,Basic
USR_04916,0,0,1,0,0,0,0,5,10.61,1,1,2,141,6,Active
USR_04917,0,0,1,0,0,0,1,4,3.45,1,2,2,271,5,Basic
USR_04918,0,0,0,0,0,0,0,4,6.66,1,0,2,55,5,Basic
USR_04919,1,0,0,1,0,0,1,6,3.64,2,3,2,372,3,Active
USR_04920,1,0,1,0,1,0,1,28,10.7,2,4,4,324,18,Champion
USR_04921,1,0,0,1,0,0,0,15,6.09,1,2,3,297,8,Active
USR_04922,1,1,0,0,0,0,1,21,6.96,2,3,4,408,13,Power
USR_04923,0,0,0,0,0,1,1,15,4.53,2,2,4,436,11,Power
USR_04924,0,1,0,0,1,0,0,18,5.61,1,2,4,259,12,Power
USR_04925,1,0,0,0,0,0,0,8,6.48,1,1,3,265,5,Active
USR_04926,0,0,1,0,1,0,0,19,4.67,1,2,4,396,13,Power
USR_04927,0,0,1,0,1,0,1,20,5.22,2,3,4,246,15,Power
USR_04928,1,0,1,1,1,1,0,25,6.82,3,5,4,179,19,Champion
USR_04929,1,1,1,1,0,1,1,12,3.28,3,6,3,290,8,Power
USR_04930,1,0,1,0,0,1,0,14,4.67,3,3,3,151,11,Power
USR_04931,0,1,0,1,1,0,0,6,2.92,2,3,2,242,6,Active
USR_04932,0,0,0,0,0,1,0,8,2.59,2,1,3,46,6,Active
USR_04933,0,0,0,0,0,0,0,9,3.28,1,0,3,204,6,Basic
USR_04934,1,0,1,0,1,0,1,19,6.9,2,4,4,473,12,Power
USR_04935,1,1,0,1,0,1,0,21,6.47,3,4,4,475,15,Champion
USR_04936,0,1,0,0,0,0,0,17,4.98,1,1,4,466,11,Active
USR_04937,1,1,0,1,1,0,0,20,6.73,2,4,4,210,13,Power
USR_04938,0,0,0,0,0,0,0,4,3.67,1,0,2,433,3,Basic
USR_04939,1,0,0,0,0,1,0,4,1.09,2,2,2,156,2,Basic
USR_04940,1,0,0,0,0,0,0,19,7.82,1,1,4,129,15,Power
USR_04941,1,1,0,0,0,1,0,14,5.59,3,3,3,482,11,Power
USR_04942,1,0,0,0,0,1,0,3,3.46,2,2,2,257,3,Basic
USR_04943,1,0,0,0,0,0,0,8,3.72,1,1,2,258,7,Basic
USR_04944,1,0,0,1,0,0,0,5,2.36,1,2,2,281,4,Basic
USR_04945,1,0,1,1,1,1,0,26,9.66,3,5,4,430,20,Champion
USR_04946,0,0,0,0,0,0,0,6,2.13,1,0,2,456,7,Basic
USR_04947,0,1,0,0,1,1,0,14,4.69,3,3,3,227,10,Power
USR_04948,0,0,1,0,1,1,0,21,4.98,3,3,4,340,13,Power
USR_04949,0,0,0,0,0,0,1,2,4.49,1,1,2,350,2,Basic
USR_04950,1,1,0,0,1,0,1,14,6.23,2,4,3,458,10,Power
USR_04951,1,1,0,1,0,1,1,19,5.85,3,5,4,189,12,Power
USR_04952,1,0,0,0,0,0,0,13,4.21,1,1,3,461,9,Active
USR_04953,1,0,1,1,0,0,0,17,3.84,2,3,3,246,15,Power
USR_04954,1,0,1,1,0,0,0,23,4.92,2,3,4,296,14,Power
USR_04955,0,0,0,0,0,0,0,12,6.1,1,0,3,473,7,Active
USR_04956,1,1,0,0,0,0,0,12,3.5,1,2,3,321,7,Active
USR_04957,1,1,0,0,1,0,1,28,7.59,2,4,4,451,20,Champion
USR_04958,0,1,1,0,1,0,1,10,2.44,2,4,3,107,5,Active
USR_04959,0,0,1,0,0,1,0,17,7.84,2,2,4,100,11,Power
USR_04960,0,0,1,0,0,1,0,6,1.47,2,2,2,478,5,Basic
USR_04961,1,0,0,0,1,1,1,24,6.37,3,4,4,352,16,Champion
USR_04962,0,0,0,0,0,0,0,16,4.03,1,0,3,67,13,Active
USR_04963,0,0,0,0,0,1,1,12,3.98,2,2,3,114,9,Active
USR_04964,0,0,0,0,0,0,1,4,1.48,1,1,2,197,3,Basic
USR_04965,1,0,0,0,0,0,0,18,8.18,1,1,4,491,12,Power
USR_04966,0,0,0,0,0,0,0,3,3.36,1,0,2,309,3,Basic
USR_04967,0,0,0,0,1,0,1,13,5.76,1,2,3,98,9,Active
USR_04968,1,1,1,0,0,0,0,15,3.91,2,3,3,128,8,Active
USR_04969,1,1,1,1,0,0,0,20,5.8,2,4,4,40,14,Power
USR_04970,1,0,0,0,0,1,0,18,4.82,2,2,3,23,11,Power
USR_04971,1,0,0,1,0,0,0,12,5.19,1,2,3,445,10,Active
USR_04972,0,1,0,0,0,1,0,5,3.05,2,2,2,336,2,Basic
USR_04973,1,0,1,0,0,0,0,21,6.0,1,2,4,476,14,Power
USR_04974,1,1,0,0,0,0,0,19,7.72,1,2,4,425,13,Power
USR_04975,0,0,0,0,0,0,0,11,3.14,1,0,3,205,9,Active
USR_04976,0,0,1,0,0,0,0,9,2.08,1,1,3,74,6,Basic
USR_04977,1,1,0,1,0,0,1,21,5.0,2,4,4,283,15,Power
USR_04978,1,0,0,0,0,0,0,24,5.73,1,1,4,394,15,Power
USR_04979,1,1,0,1,0,0,0,12,3.08,2,3,3,470,8,Active
USR_04980,0,0,0,0,0,0,1,13,4.92,1,1,3,241,9,Active
USR_04981,0,0,0,0,0,0,1,10,4.5,1,1,3,297,8,Active
USR_04982,1,0,0,1,0,0,1,9,2.13,2,3,2,133,6,Active
USR_04983,1,0,0,0,0,1,0,8,3.12,2,2,3,107,6,Active
USR_04984,1,0,0,1,1,1,1,20,9.08,3,5,4,291,15,Champion
USR_04985,0,0,1,1,0,0,1,10,2.03,2,3,3,225,8,Active
USR_04986,1,0,0,1,0,0,0,21,5.33,1,2,4,283,10,Power
USR_04987,0,1,0,1,1,1,0,12,6.4,3,4,3,188,11,Power
USR_04988,1,1,1,1,0,1,1,21,8.58,3,6,4,164,13,Champion
USR_04989,0,1,1,1,0,0,0,13,3.99,2,3,3,334,8,Active
USR_04990,1,1,1,0,0,1,0,12,4.29,3,4,3,129,9,Power
USR_04991,0,0,0,0,0,1,0,5,1.35,2,1,2,292,1,Basic
USR_04992,0,1,0,1,0,0,0,19,4.9,1,2,4,168,13,Power
USR_04993,0,0,0,0,0,0,1,16,5.35,1,1,3,381,11,Active
USR_04994,0,1,0,1,0,0,0,12,6.71,1,2,3,137,5,Active
USR_04995,0,0,1,1,0,0,0,8,2.6,1,2,2,171,4,Basic
USR_04996,1,1,1,0,0,0,1,11,6.5,2,4,3,477,8,Active
USR_04997,1,1,1,0,0,1,0,15,7.02,3,4,3,66,12,Power
USR_04998,1,0,1,0,0,1,0,27,8.44,3,3,4,305,18,Champion
USR_04999,1,1,1,0,0,1,0,21,5.58,3,4,4,322,15,Power
USR_05000,0,1,0,0,0,0,0,15,5.92,1,1,3,306,9,Active
USR_05001,1,0,0,0,1,1,0,18,6.54,3,3,4,414,16,Power
USR_05002,0,0,0,0,0,1,1,2,1.51,2,2,2,317,5,Basic
USR_05003,1,0,0,0,0,0,0,18,5.47,1,1,4,208,11,Active
USR_05004,0,0,0,0,0,0,0,3,1.08,1,0,2,58,3,Dormant
USR_05005,0,0,0,0,1,1,1,11,3.18,3,3,3,212,9,Active
USR_05006,1,1,1,1,0,1,1,25,7.69,3,6,4,268,17,Champion
USR_05007,1,0,0,0,0,0,1,4,3.55,1,2,2,485,6,Basic
USR_05008,1,0,1,0,0,1,0,18,6.39,3,3,4,11,12,Power
USR_05009,1,0,1,1,0,1,0,13,5.05,3,4,3,282,9,Power
USR_05010,0,1,0,0,1,0,0,5,2.66,1,2,2,435,6,Basic
USR_05011,1,0,0,1,1,0,0,13,3.8,2,3,3,341,12,Active
USR_05012,1,1,0,0,1,0,0,10,2.05,2,3,3,223,6,Active
USR_05013,1,0,1,1,0,1,1,16,4.27,3,5,4,279,13,Power
USR_05014,0,0,0,0,1,1,1,13,4.05,3,3,3,148,10,Active
USR_05015,0,1,0,0,1,0,0,8,3.21,1,2,3,466,7,Active
USR_05016,1,0,0,1,0,0,0,18,11.75,1,2,4,376,12,Power
USR_05017,1,0,1,0,0,1,0,8,5.84,3,3,3,440,7,Active
USR_05018,0,1,1,0,0,0,0,11,4.03,1,2,3,385,7,Active
USR_05019,0,1,0,0,0,1,0,3,1.81,2,2,2,92,2,Basic
USR_05020,0,1,0,0,0,0,1,21,6.4,1,2,4,221,12,Power
USR_05021,0,1,0,0,1,0,1,20,19.24,2,3,4,416,15,Champion
USR_05022,0,1,1,0,0,1,0,8,3.71,3,3,2,320,7,Active
USR_05023,1,0,1,1,0,1,1,12,5.57,3,5,3,189,10,Power
USR_05024,1,1,0,0,1,0,0,7,2.75,2,3,3,410,7,Active
USR_05025,0,1,0,1,1,1,0,16,4.53,3,4,4,39,10,Power
USR_05026,0,1,0,0,0,0,1,17,4.51,1,2,4,468,11,Active
USR_05027,0,0,0,0,0,0,0,7,3.76,1,0,3,407,7,Basic
USR_05028,1,1,0,0,0,0,1,23,12.95,2,3,4,171,14,Champion
USR_05029,0,1,0,0,1,1,0,20,6.31,3,3,4,292,15,Power
USR_05030,1,1,0,0,1,0,0,22,5.88,2,3,4,247,15,Power
USR_05031,1,1,0,0,0,0,0,17,6.14,1,2,4,244,11,Power
USR_05032,0,1,0,1,0,0,0,14,3.21,1,2,3,382,9,Active
USR_05033,1,0,1,0,1,1,0,14,4.22,3,4,3,442,10,Power
USR_05034,0,1,1,0,0,1,0,13,3.87,3,3,3,466,9,Active
USR_05035,0,0,0,0,0,0,0,12,5.41,1,0,3,354,8,Active
USR_05036,0,0,0,0,0,0,0,4,1.31,1,0,2,20,2,Dormant
USR_05037,1,1,1,0,0,1,0,14,9.08,3,4,3,99,10,Power
USR_05038,1,1,0,0,0,0,0,22,10.11,1,2,4,431,14,Power
USR_05039,0,1,0,0,0,0,0,7,3.52,1,1,2,137,3,Basic
USR_05040,1,1,0,0,0,1,0,4,5.81,3,3,2,259,2,Active
USR_05041,1,0,0,1,0,1,0,22,5.71,3,3,4,41,15,Power
USR_05042,0,1,1,1,1,0,1,28,10.34,2,5,4,350,18,Champion
USR_05043,1,0,0,0,1,0,0,13,4.05,1,2,3,156,12,Active
USR_05044,1,1,1,0,1,1,0,17,4.91,3,5,4,63,12,Power
USR_05045,0,0,0,1,0,1,0,11,6.29,2,2,3,60,8,Active
USR_05046,0,1,0,0,0,0,1,16,4.36,1,2,3,155,11,Active
USR_05047,0,0,0,0,0,0,0,5,4.28,1,0,2,251,3,Basic
USR_05048,1,0,0,0,0,0,1,8,2.22,1,2,3,81,5,Active
USR_05049,1,0,0,0,0,1,0,12,3.16,2,2,3,414,9,Active
USR_05050,0,0,0,0,0,0,1,7,6.29,1,1,3,87,5,Active
USR_05051,1,0,0,0,1,0,0,21,6.41,1,2,4,433,13,Power
USR_05052,0,0,0,1,1,0,0,9,4.32,1,2,3,366,5,Active
USR_05053,0,0,0,0,1,0,1,6,1.86,1,2,2,416,7,Basic
USR_05054,1,0,1,0,1,0,0,31,7.55,2,3,4,124,18,Champion
USR_05055,0,0,0,0,0,1,0,7,3.51,2,1,2,236,4,Basic
USR_05056,0,0,0,0,0,0,0,8,2.66,1,0,3,386,7,Basic
USR_05057,0,0,1,1,0,1,0,5,7.95,3,3,2,452,5,Active
USR_05058,1,0,0,0,0,0,0,5,5.79,1,1,2,228,3,Basic
USR_05059,0,0,0,0,0,0,0,7,2.68,1,0,3,418,6,Basic
USR_05060,1,0,0,0,0,1,1,23,7.4,3,3,4,329,15,Champion
USR_05061,0,1,0,0,0,0,1,8,1.99,1,2,3,461,9,Active
USR_05062,0,0,1,1,1,1,0,14,5.18,3,4,3,262,9,Power
USR_05063,0,0,0,0,0,0,0,10,5.07,1,0,3,333,7,Active
USR_05064,1,0,0,0,0,1,0,12,3.69,2,2,3,150,8,Active
USR_05065,0,0,0,0,0,0,1,10,4.16,1,1,3,194,11,Active
USR_05066,1,1,1,0,0,0,1,21,6.64,2,4,4,179,15,Power
USR_05067,1,0,0,0,0,0,0,11,1.76,1,1,3,196,6,Basic
USR_05068,1,0,0,1,1,0,0,21,5.81,2,3,4,68,15,Power
USR_05069,0,0,0,0,0,0,1,26,6.61,1,1,4,9,19,Power
USR_05070,0,0,0,0,0,1,0,9,5.13,2,1,3,60,8,Active
USR_05071,0,0,0,0,0,1,0,14,3.81,2,1,3,15,11,Active
USR_05072,0,0,1,0,0,0,1,15,5.35,1,2,3,253,10,Active
USR_05073,1,0,0,0,1,0,0,15,4.38,1,2,3,198,11,Active
USR_05074,0,0,0,0,1,1,0,12,5.39,2,2,3,199,6,Active
USR_05075,0,1,1,0,0,0,0,20,8.3,1,2,4,290,15,Power
USR_05076,0,0,0,0,0,1,0,6,1.45,2,1,2,204,5,Basic
USR_05077,0,0,0,0,1,0,0,12,6.41,1,1,3,67,11,Active
USR_05078,1,1,0,0,0,0,0,3,7.01,1,2,2,205,7,Basic
USR_05079,1,0,1,0,0,1,1,16,6.69,3,4,4,285,12,Power
USR_05080,0,0,0,0,0,0,0,5,1.92,1,0,2,398,4,Basic
USR_05081,0,0,0,0,0,0,0,8,4.21,1,0,3,476,5,Basic
USR_05082,1,0,1,0,0,0,0,2,1.5,1,2,2,367,1,Basic
USR_05083,0,1,1,0,0,0,0,15,5.73,1,2,4,497,12,Power
USR_05084,1,1,1,0,0,0,1,19,9.79,2,4,4,42,15,Power
USR_05085,0,0,0,1,1,0,0,20,5.6,1,2,4,222,16,Power
USR_05086,1,0,0,1,0,0,0,5,5.0,1,2,2,73,3,Basic
USR_05087,1,1,1,0,0,0,1,26,8.16,2,4,4,437,18,Champion
USR_05088,1,1,0,0,0,1,0,13,4.36,3,3,3,435,7,Active
USR_05089,1,1,0,0,0,0,1,15,4.22,2,3,3,379,11,Active
USR_05090,1,1,0,1,1,0,0,10,7.9,2,4,3,57,9,Active
USR_05091,0,0,1,1,0,0,1,12,6.1,2,3,3,384,8,Active
USR_05092,1,0,1,1,0,0,0,6,3.06,2,3,3,42,5,Active
USR_05093,1,0,1,0,1,0,0,11,6.98,2,3,3,220,9,Active
USR_05094,1,1,0,1,0,0,1,25,7.98,2,4,4,376,16,Champion
USR_05095,1,1,0,0,1,0,1,13,3.9,2,4,3,178,10,Active
USR_05096,0,0,1,1,1,1,0,13,2.79,3,4,3,101,6,Active
USR_05097,0,0,1,0,1,0,0,6,4.27,1,2,2,187,4,Basic
USR_05098,1,0,1,0,1,0,1,13,6.37,2,4,3,314,9,Power
USR_05099,0,0,0,0,0,0,1,13,3.96,1,1,3,358,8,Active
USR_05100,0,0,0,1,1,0,1,14,2.9,2,3,3,98,6,Active
USR_05101,0,0,0,1,0,0,0,12,6.73,1,1,3,71,13,Active
USR_05102,0,1,0,0,0,0,0,6,8.41,1,1,2,156,9,Active
USR_05103,1,0,0,0,0,0,0,13,3.69,1,1,3,28,10,Active
USR_05104,1,1,1,0,0,0,0,11,5.65,2,3,3,16,8,Active
USR_05105,1,0,0,0,0,0,0,12,5.14,1,1,3,416,7,Active
USR_05106,1,0,0,1,1,0,0,6,4.66,2,3,2,171,4,Active
USR_05107,0,0,0,0,0,0,1,14,7.12,1,1,3,181,10,Active
USR_05108,0,0,0,0,1,1,0,8,1.94,2,2,3,379,5,Active
USR_05109,1,0,0,0,0,1,0,25,6.8,2,2,4,251,17,Power
USR_05110,1,1,0,0,0,0,0,17,6.14,1,2,4,153,11,Power
USR_05111,0,0,0,0,0,0,0,2,6.17,1,0,2,106,7,Basic
USR_05112,0,1,1,1,0,0,1,18,5.19,2,4,4,411,12,Power
USR_05113,1,1,1,0,1,1,0,27,8.29,3,5,4,284,15,Champion
USR_05114,0,0,0,0,0,0,0,15,5.09,1,0,4,97,12,Active
USR_05115,1,1,1,0,0,0,0,27,7.71,2,3,4,369,21,Champion
USR_05116,0,0,0,0,1,1,0,17,4.97,2,2,4,467,12,Power
USR_05117,0,1,0,0,0,0,0,13,5.8,1,1,3,454,9,Active
USR_05118,0,1,0,0,0,0,0,5,3.87,1,1,2,341,7,Basic
USR_05119,1,0,0,0,0,1,0,11,5.26,2,2,3,282,8,Active
USR_05120,1,1,0,0,0,0,0,17,4.49,1,2,3,210,9,Active
USR_05121,0,0,0,0,0,1,0,18,6.31,2,1,4,440,13,Power
USR_05122,1,0,0,0,0,0,1,17,4.81,1,2,4,186,11,Active
USR_05123,1,0,1,0,0,0,1,16,3.89,2,3,3,119,10,Active
USR_05124,0,0,1,1,0,0,0,21,5.81,1,2,3,400,11,Active
USR_05125,0,0,0,1,1,1,1,20,5.86,3,4,4,492,18,Champion
USR_05126,1,0,1,0,1,0,0,8,4.12,2,3,3,255,6,Active
USR_05127,1,0,0,1,1,1,1,9,2.63,3,5,3,133,6,Active
USR_05128,1,0,0,1,1,1,0,9,6.65,3,4,3,396,9,Active
USR_05129,1,1,1,1,1,1,1,23,9.24,3,7,4,413,21,Champion
USR_05130,0,0,0,0,0,1,0,13,4.3,2,1,3,357,8,Active
USR_05131,1,1,1,0,1,1,0,23,7.18,3,5,4,155,16,Champion
USR_05132,0,1,0,0,0,0,0,22,5.97,1,1,4,385,15,Power
USR_05133,0,1,0,0,1,0,1,15,4.64,2,3,3,293,10,Active
USR_05134,0,0,0,0,0,0,0,9,3.03,1,0,3,282,5,Basic
USR_05135,0,0,0,0,0,0,1,8,2.21,1,1,2,28,6,Basic
USR_05136,1,0,1,1,0,0,0,17,9.49,2,3,4,284,12,Power
USR_05137,0,0,0,1,0,1,0,6,3.2,2,2,2,68,5,Basic
USR_05138,1,0,0,1,1,1,1,15,7.1,3,5,3,378,10,Power
USR_05139,1,1,0,1,1,1,0,12,4.84,3,5,3,325,7,Power
USR_05140,0,0,1,0,0,0,0,11,3.31,1,1,3,475,9,Active
USR_05141,1,1,1,0,0,1,0,19,8.85,3,4,4,398,12,Power
USR_05142,0,1,1,1,1,0,1,26,7.84,2,5,4,308,17,Champion
USR_05143,0,0,0,1,0,0,0,10,2.7,1,1,3,181,8,Active
USR_05144,0,0,1,0,0,1,0,6,4.11,2,2,2,70,6,Active
USR_05145,0,0,0,0,0,0,0,11,2.41,1,0,3,185,7,Basic
USR_05146,0,0,1,0,0,0,1,11,2.23,1,2,3,117,10,Active
USR_05147,1,0,0,0,1,0,0,13,4.79,1,2,3,200,8,Active
USR_05148,1,0,0,0,0,1,0,17,5.96,2,2,3,270,10,Active
USR_05149,1,0,0,1,0,1,0,12,3.45,3,3,3,275,6,Active
USR_05150,0,0,1,0,0,0,0,5,1.28,1,1,2,277,4,Basic
USR_05151,0,0,0,0,0,0,1,13,3.38,1,1,3,352,9,Active
USR_05152,1,0,0,0,0,0,1,5,0.77,1,2,2,450,1,Basic
USR_05153,1,0,0,1,0,1,0,12,4.99,3,3,3,336,9,Active
USR_05154,0,0,1,0,0,1,0,10,5.37,2,2,3,29,7,Active
USR_05155,1,0,0,0,0,0,0,12,4.65,1,1,3,22,10,Active
USR_05156,1,0,0,0,0,1,1,22,8.02,3,3,4,494,13,Power
USR_05157,0,0,0,0,1,1,0,11,1.43,2,2,2,43,4,Active
USR_05158,1,1,0,1,0,1,0,24,11.8,3,4,4,23,15,Champion
USR_05159,1,0,1,0,0,1,0,22,10.25,3,3,4,286,15,Champion
USR_05160,1,0,0,0,0,0,0,9,2.94,1,1,2,409,3,Basic
USR_05161,1,0,0,0,0,0,0,8,8.43,1,1,3,330,7,Active
USR_05162,1,1,0,1,0,1,0,17,5.13,3,4,3,24,10,Power
USR_05163,1,0,0,0,1,0,0,13,5.55,1,2,3,499,12,Active
USR_05164,1,0,0,0,0,1,1,16,4.51,3,3,3,436,11,Power
USR_05165,1,0,0,1,0,1,1,15,5.42,3,4,3,325,6,Power
USR_05166,1,0,1,0,1,0,0,4,1.17,2,3,2,193,2,Basic
USR_05167,1,1,1,1,1,0,1,18,5.63,2,6,4,165,14,Power
USR_05168,0,1,0,1,0,1,0,12,4.22,3,3,3,187,6,Active
USR_05169,1,1,0,1,1,0,0,12,7.87,2,4,3,81,7,Active
USR_05170,1,0,0,0,0,0,0,13,7.64,1,1,3,306,7,Active
USR_05171,1,0,0,0,0,0,0,15,4.76,1,1,3,341,12,Active
USR_05172,0,0,1,0,0,0,0,19,7.05,1,1,4,303,18,Power
USR_05173,1,0,0,0,1,0,0,4,1.75,1,2,2,20,2,Basic
USR_05174,0,1,0,0,0,0,0,7,3.66,1,1,3,153,7,Basic
USR_05175,1,0,1,0,0,0,0,21,6.12,1,2,4,406,15,Power
USR_05176,0,1,1,0,0,1,0,9,2.98,3,3,3,318,7,Active
USR_05177,0,1,0,0,0,0,0,5,3.23,1,1,2,241,6,Basic
USR_05178,0,0,0,0,1,0,1,18,5.3,1,2,4,128,14,Power
USR_05179,1,0,1,1,1,1,1,23,6.51,3,6,4,364,16,Champion
USR_05180,1,1,1,0,0,0,0,16,5.43,2,3,4,121,11,Power
USR_05181,1,1,0,0,0,0,0,22,5.93,1,2,4,22,14,Power
USR_05182,1,0,0,1,0,1,0,17,7.06,3,3,4,128,12,Power
USR_05183,0,0,1,1,0,1,0,0,2.57,3,3,2,387,2,Basic
USR_05184,1,1,1,0,0,0,0,13,9.31,2,3,3,11,9,Power
USR_05185,0,0,1,0,1,0,0,11,2.56,1,2,3,484,5,Active
USR_05186,1,0,1,0,0,0,0,15,3.33,1,2,3,315,11,Active
USR_05187,0,0,0,0,0,1,0,10,2.97,2,1,3,468,6,Active
USR_05188,0,0,1,0,1,0,0,10,3.42,1,2,2,37,3,Basic
USR_05189,0,1,1,0,1,1,0,23,9.08,3,4,4,311,16,Champion
USR_05190,0,0,1,1,0,0,0,10,3.63,1,2,3,310,8,Active
USR_05191,0,0,0,0,0,0,1,4,1.47,1,1,2,407,5,Basic
USR_05192,1,0,0,0,0,0,1,14,9.15,1,2,3,463,9,Active
USR_05193,0,1,1,0,0,0,0,12,3.79,1,2,3,325,9,Active
USR_05194,0,0,0,1,1,0,0,18,6.11,1,2,4,352,14,Power
USR_05195,0,1,0,0,0,1,0,11,3.17,2,2,3,437,8,Active
USR_05196,0,0,0,0,1,0,0,18,7.83,1,1,4,122,10,Power
USR_05197,1,1,0,0,1,0,0,13,3.35,2,3,3,79,7,Active
USR_05198,0,1,0,0,0,0,0,11,3.55,1,1,3,241,10,Active
USR_05199,0,0,1,0,0,1,1,6,2.11,3,3,3,480,4,Active
USR_05200,0,0,0,0,0,0,1,12,6.75,1,1,3,491,9,Active
USR_05201,0,0,1,0,1,1,0,19,5.0,3,3,3,208,12,Power
USR_05202,1,0,1,0,0,0,0,12,2.92,1,2,3,398,6,Active
USR_05203,0,1,0,1,0,0,0,3,2.96,1,2,2,479,7,Basic
USR_05204,0,1,0,0,0,0,1,7,5.58,1,2,3,399,6,Active
USR_05205,0,1,0,1,1,0,0,14,3.75,2,3,3,208,9,Active
USR_05206,0,1,0,1,0,1,1,17,6.73,3,4,4,221,11,Power
USR_05207,0,0,0,0,0,0,0,8,2.9,1,0,3,303,7,Basic
USR_05208,1,0,0,1,0,0,0,9,8.53,1,2,3,307,5,Active
USR_05209,0,0,0,0,0,0,0,12,4.64,1,0,3,426,9,Active
USR_05210,0,0,0,0,0,1,1,15,6.84,2,2,3,16,11,Power
USR_05211,1,0,0,0,1,0,1,9,4.82,2,3,3,51,5,Active
USR_05212,1,0,0,1,1,0,1,18,12.14,2,4,3,389,12,Power
USR_05213,1,0,0,1,0,0,1,18,4.76,2,3,4,484,11,Power
USR_05214,0,0,0,0,0,0,0,13,8.17,1,0,3,405,8,Active
USR_05215,1,0,1,0,0,1,0,22,5.99,3,3,4,56,17,Champion
USR_05216,1,0,1,0,0,0,1,17,6.97,2,3,4,391,11,Power
USR_05217,0,1,0,0,1,0,1,9,1.66,2,3,3,280,7,Active
USR_05218,0,0,0,0,0,1,1,14,4.32,2,2,3,254,11,Active
USR_05219,0,1,0,1,0,1,1,27,8.8,3,4,4,218,19,Champion
USR_05220,0,0,0,0,0,0,0,18,5.08,1,0,4,412,13,Active
USR_05221,1,0,0,0,0,1,0,15,3.98,2,2,3,48,8,Active
USR_05222,1,0,0,0,0,1,0,6,3.92,2,2,2,238,2,Basic
USR_05223,1,0,0,0,1,0,1,18,7.52,2,3,4,65,13,Power
USR_05224,1,1,0,0,1,0,1,12,3.2,2,4,3,161,15,Power
USR_05225,1,0,1,1,0,1,0,16,5.58,3,4,3,18,9,Power
USR_05226,0,0,1,0,0,1,0,17,8.05,2,2,4,52,10,Power
USR_05227,1,0,0,0,0,0,0,3,4.2,1,1,2,382,1,Basic
USR_05228,1,0,0,1,0,1,0,24,6.93,3,3,4,98,16,Champion
USR_05229,1,0,0,0,0,0,0,16,4.72,1,1,4,75,13,Active
USR_05230,1,0,0,1,0,0,0,7,3.31,1,2,3,244,7,Active
USR_05231,0,1,1,1,0,0,1,11,2.28,2,4,3,341,7,Active
USR_05232,1,0,0,0,0,0,0,6,7.05,1,1,2,371,5,Basic
USR_05233,1,0,0,0,0,0,0,8,3.32,1,1,2,309,4,Basic
USR_05234,0,0,1,1,0,1,1,16,4.31,3,4,3,47,10,Power
USR_05235,1,1,0,0,0,1,0,13,8.41,3,3,3,354,12,Power
USR_05236,0,0,0,0,0,0,0,13,3.38,1,0,3,290,7,Active
USR_05237,0,1,0,0,0,1,0,20,5.99,2,2,4,348,12,Power
USR_05238,0,1,0,0,0,1,0,8,2.59,2,2,3,109,6,Active
USR_05239,1,0,1,0,1,0,1,14,7.98,2,4,3,189,10,Power
USR_05240,0,0,0,0,0,1,0,9,2.77,2,1,3,327,7,Active
USR_05241,1,1,1,0,0,1,1,22,9.63,3,5,4,144,14,Champion
USR_05242,0,0,0,1,0,1,1,19,6.06,3,3,4,125,13,Power
USR_05243,0,0,0,0,1,1,1,10,2.26,3,3,3,475,5,Active
USR_05244,1,1,0,0,1,1,0,11,3.25,3,4,3,497,9,Active
USR_05245,0,0,1,0,1,1,0,3,3.62,3,3,2,409,4,Active
USR_05246,0,0,0,1,0,0,0,4,4.81,1,1,2,187,3,Basic
USR_05247,1,0,0,0,1,0,0,5,1.28,1,2,2,273,3,Basic
USR_05248,1,0,1,0,1,1,0,21,7.97,3,4,4,124,17,Champion
USR_05249,1,0,0,0,1,1,1,5,2.59,3,4,2,443,4,Active
USR_05250,1,1,0,1,1,1,0,23,9.16,3,5,4,10,16,Champion
USR_05251,1,0,0,1,1,0,1,20,5.01,2,4,4,448,12,Power
USR_05252,0,1,0,0,1,0,0,3,2.21,1,2,2,307,2,Basic
USR_05253,1,0,1,0,0,0,0,11,5.98,1,2,3,335,9,Active
USR_05254,0,0,0,0,1,0,0,23,9.77,1,1,4,232,14,Power
USR_05255,1,0,1,1,0,1,0,24,7.99,3,4,4,18,19,Champion
USR_05256,1,0,1,0,0,1,0,6,3.41,3,3,2,248,7,Active
USR_05257,0,0,0,0,0,0,0,2,1.17,1,0,2,13,0,Dormant
USR_05258,1,0,1,0,0,0,0,15,7.94,1,2,3,287,8,Active
USR_05259,1,0,0,0,0,1,1,9,2.75,3,3,3,329,6,Active
USR_05260,1,1,1,1,1,0,1,26,12.58,2,6,4,350,17,Champion
USR_05261,1,0,1,1,0,1,1,16,4.63,3,5,3,465,8,Power
USR_05262,1,1,0,0,0,1,0,18,7.27,3,3,4,168,15,Power
USR_05263,0,0,0,0,0,0,0,6,1.31,1,0,2,135,6,Basic
USR_05264,1,0,0,1,0,1,0,21,4.86,3,3,4,364,12,Power
USR_05265,0,0,0,1,0,0,1,7,4.61,1,2,3,393,5,Active
USR_05266,0,0,0,1,0,0,0,12,10.17,1,1,3,496,9,Active
USR_05267,1,0,0,0,0,0,0,10,6.53,1,1,3,271,5,Active
